"","gene","kmeans_cluster"
"9031","IKZF4",14
"9032","IKZF5",2
"9033","IL10RA",4
"9034","IL10RB",13
"9035","IL11RA1",10
"9036","IL12A",4
"9037","IL12RB1",14
"9038","IL12RB2",13
"9039","IL15",15
"9040","IL15RA",10
"9041","IL16",15
"9042","IL17D",1
"9043","IL17RA",13
"9044","IL17RB",6
"9045","IL17RC",14
"9046","IL17RD",14
"9047","IL18R1",4
"9048","IL18RAP",4
"9049","IL1R1",9
"9050","IL1R2",12
"9051","IL1RAP",7
"9052","IL1RL2",16
"9053","IL2",4
"9054","IL20RA",11
"9055","IL20RB",16
"9056","IL21R",4
"9057","IL22RA2",8
"9058","IL27",8
"9059","IL27RA",9
"9060","IL2RA",12
"9061","IL2RB",15
"9062","IL2RG",1
"9063","IL33",9
"9064","IL3RA",13
"9065","IL4I1",14
"9066","IL4RA",15
"9067","IL6RA",8
"9068","IL6ST",15
"9069","IL7",1
"9070","IL7R",4
"9071","IL9R",4
"9072","ILDR1",15
"9073","ILF2",9
"9074","ILF3",11
"9075","ILK",13
"9076","ILKAP",14
"9077","ILVBL",10
"9078","IMMP1L",1
"9079","IMMP2L",15
"9080","IMMT",10
"9081","IMP3",2
"9082","IMP4",2
"9083","IMPA1",14
"9084","IMPA2",5
"9085","IMPACT",4
"9086","IMPAD1",5
"9087","IMPDH1",10
"9088","IMPDH2",9
"9089","INA",8
"9090","INADL",13
"9091","INCA1",14
"9092","INCENP",11
"9093","INF2",8
"9094","ING1",10
"9095","ING2",1
"9096","ING3",9
"9097","ING4",12
"9098","ING5",11
"9099","INHBA",15
"9100","INHBE",14
"9101","INIP",10
"9102","INO80",3
"9103","INO80B",9
"9104","INO80C",3
"9105","INO80D",1
"9106","INO80DOS",15
"9107","INO80E",9
"9108","INPP1",5
"9109","INPP4A",9
"9110","INPP4B",15
"9111","INPP5A",15
"9112","INPP5B",1
"9113","INPP5D",11
"9114","INPP5F",5
"9115","INPP5K",6
"9116","INPPL1",3
"9117","INS1",12
"9118","INSC",8
"9119","INSIG1",14
"9120","INSIG2",4
"9121","INSL6",14
"9122","INSM1",10
"9123","INSM2",9
"9124","INSR",15
"9125","INSRR",8
"9126","INTS1",13
"9127","INTS10",2
"9128","INTS12",15
"9129","INTS2",14
"9130","INTS4",14
"9131","INTS6",9
"9132","INTS7",15
"9133","INTS8",10
"9134","INTS9",15
"9135","INTU",14
"9136","INVS",10
"9137","IP6K1",14
"9138","IP6K2",14
"9139","IPCEF1",4
"9140","IPMK",1
"9141","IPO11",15
"9142","IPO13",14
"9143","IPO5",5
"9144","IPO7",14
"9145","IPO8",15
"9146","IPO9",2
"9147","IPP",3
"9148","IPPK",10
"9149","IQCB1",5
"9150","IQCD",13
"9151","IQCE",14
"9152","IQCG",13
"9153","IQCH",5
"9154","IQCJ",5
"9155","IQGAP1",15
"9156","IQGAP2",15
"9157","IQSEC1",5
"9158","IQSEC2",2
"9159","IQSEC3",12
"9160","IQUB",5
"9161","IRAK1",2
"9162","IRAK1BP1",15
"9163","IRAK2",13
"9164","IRAK4",15
"9165","IREB2",13
"9166","IRF1",3
"9167","IRF2",5
"9168","IRF2BP1",2
"9169","IRF2BP2",5
"9170","IRF2BPL",15
"9171","IRF3",10
"9172","IRF4",15
"9173","IRF5",9
"9174","IRF6",2
"9175","IRF7",8
"9176","IRF8",1
"9177","IRF9",2
"9178","IRGM1",11
"9179","IRGM2",5
"9180","IRGQ",9
"9181","IRS3",6
"9182","IRX3OS",9
"9183","IRX5",15
"9184","ISCA1",2
"9185","ISCA2",5
"9186","ISCU",2
"9187","ISG20",16
"9188","ISL1",9
"9189","ISM1",12
"9190","ISOC1",2
"9191","ISPD",5
"9192","IST1",2
"9193","ISY1",1
"9194","ISYNA1",2
"9195","ITCH",14
"9196","ITFG1",15
"9197","ITFG2",13
"9198","ITFG3",4
"9199","ITGA1",12
"9200","ITGA2",15
"9201","ITGA2B",14
"9202","ITGA3",6
"9203","ITGA4",5
"9204","ITGA6",5
"9205","ITGA7",14
"9206","ITGA9",12
"9207","ITGAE",9
"9208","ITGAM",9
"9209","ITGAV",10
"9210","ITGAX",9
"9211","ITGB1",3
"9212","ITGB1BP1",11
"9213","ITGB2",4
"9214","ITGB3",5
"9215","ITGB3BP",16
"9216","ITGB5",6
"9217","ITGB7",15
"9218","ITGB8",16
"9219","ITIH3",6
"9220","ITIH5",3
"9221","ITK",16
"9222","ITM2B",3
"9223","ITM2C",15
"9224","ITPA",10
"9225","ITPK1",5
"9226","ITPKA",14
"9227","ITPKB",5
"9228","ITPKC",11
"9229","ITPR1",5
"9230","ITPR2",3
"9231","ITPR3",1
"9232","ITPRIPL1",7
"9233","ITPRIPL2",5
"9234","ITSN1",11
"9235","ITSN2",10
"9236","IVD",14
"9237","IVNS1ABP",2
"9238","IWS1",2
"9239","IZUMO1R",5
"9240","IZUMO4",6
"9241","JADE1",3
"9242","JADE2",15
"9243","JADE3",14
"9244","JAG1",14
"9245","JAG2",12
"9246","JAGN1",2
"9247","JAK1",5
"9248","JAK2",7
"9249","JAK3",1
"9250","JAKMIP1",15
"9251","JAKMIP2",5
"9252","JAM2",11
"9253","JAM3",8
"9254","JARID2",10
"9255","JAZF1",13
"9256","JDP2",10
"9257","JKAMP",14
"9258","JMJD1C",10
"9259","JMJD4",2
"9260","JMJD6",1
"9261","JMJD8",8
"9262","JMY",5
"9263","JOSD1",9
"9264","JOSD2",3
"9265","JPH1",9
"9266","JPH2",14
"9267","JPH3",6
"9268","JPH4",9
"9269","JPX",3
"9270","JRK",8
"9271","JRKL",13
"9272","JTB",4
"9273","JUN",13
"9274","JUNB",1
"9275","JUND",9
"9276","JUNOS",5
"9277","K230010J24RIK",2
"9278","KALRN",9
"9279","KANK2",12
"9280","KANK3",10
"9281","KANSL1",9
"9282","KANSL1L",10
"9283","KANSL2",14
"9284","KANSL3",14
"9285","KANTR",2
"9286","KARS",2
"9287","KAT2B",14
"9288","KAT5",11
"9289","KAT6A",7
"9290","KAT6B",5
"9291","KAT6B-PS1",12
"9292","KAT7",9
"9293","KAT8",2
"9294","KATNA1",1
"9295","KATNAL1",3
"9296","KATNAL2",10
"9297","KATNB1",4
"9298","KATNBL1",2
"9299","KAZALD1",10
"9300","KBTBD11",10
"9301","KBTBD12",8
"9302","KBTBD13",14
"9303","KBTBD2",10
"9304","KBTBD3",4
"9305","KBTBD7",13
"9306","KBTBD8",2
"9307","KBTBD8OS",10
"9308","KCMF1",14
"9309","KCNA2",13
"9310","KCNA3",12
"9311","KCNA4",4
"9312","KCNA5",13
"9313","KCNA7",1
"9314","KCNAB2",5
"9315","KCNAB3",12
"9316","KCNB2",12
"9317","KCNC1",10
"9318","KCNC2",8
"9319","KCNC3",14
"9320","KCND2",9
"9321","KCNG1",9
"9322","KCNG2",12
"9323","KCNG3",5
"9324","KCNH1",9
"9325","KCNH2",15
"9326","KCNH3",8
"9327","KCNH4",12
"9328","KCNH7",4
"9329","KCNIP2",8
"9330","KCNIP3",9
"9331","KCNJ1",6
"9332","KCNJ10",6
"9333","KCNJ11",12
"9334","KCNJ15",9
"9335","KCNJ16",9
"9336","KCNJ2",9
"9337","KCNJ4",9
"9338","KCNJ5",8
"9339","KCNJ6",3
"9340","KCNJ8",7
"9341","KCNK1",6
"9342","KCNK10",8
"9343","KCNK13",13
"9344","KCNK18",9
"9345","KCNK2",9
"9346","KCNK3",6
"9347","KCNK4",9
"9348","KCNK5",4
"9349","KCNK6",12
"9350","KCNK9",12
"9351","KCNMB3",8
"9352","KCNMB4",15
"9353","KCNMB4OS2",3
"9354","KCNN4",5
"9355","KCNQ1OT1",14
"9356","KCNQ3",14
"9357","KCNQ5",5
"9358","KCNU1",2
"9359","KCP",8
"9360","KCTD1",15
"9361","KCTD11",1
"9362","KCTD12",4
"9363","KCTD12B",10
"9364","KCTD14",8
"9365","KCTD16",1
"9366","KCTD17",8
"9367","KCTD18",14
"9368","KCTD19",6
"9369","KCTD2",13
"9370","KCTD20",14
"9371","KCTD3",5
"9372","KCTD5",10
"9373","KCTD6",15
"9374","KCTD7",3
"9375","KCTD8",12
"9376","KCTD9",14
"9377","KDELC2",14
"9378","KDELR1",1
"9379","KDELR2",10
"9380","KDELR3",8
"9381","KDM1A",2
"9382","KDM1B",15
"9383","KDM2B",13
"9384","KDM3A",13
"9385","KDM3B",10
"9386","KDM4A",13
"9387","KDM4B",10
"9388","KDM4C",13
"9389","KDM4D",4
"9390","KDM5A",2
"9391","KDM5B",11
"9392","KDM5C",2
"9393","KDM6A",3
"9394","KDM6B",11
"9395","KDM7A",7
"9396","KDM8",15
"9397","KDR",9
"9398","KDSR",2
"9399","KEAP1",3
"9400","KHDC1A",2
"9401","KHDRBS1",9
"9402","KHK",3
"9403","KHNYN",5
"9404","KHSRP",3
"9405","KIDINS220",11
"9406","KIF11",11
"9407","KIF13A",15
"9408","KIF13B",5
"9409","KIF17",14
"9410","KIF18B",1
"9411","KIF19A",6
"9412","KIF1B",11
"9413","KIF1BP",6
"9414","KIF1C",2
"9415","KIF20A",2
"9416","KIF20B",5
"9417","KIF21A",8
"9418","KIF21B",11
"9419","KIF22",2
"9420","KIF23",9
"9421","KIF26A",9
"9422","KIF26B",7
"9423","KIF27",2
"9424","KIF2A",3
"9425","KIF2C",1
"9426","KIF3A",15
"9427","KIF3B",2
"9428","KIF3C",10
"9429","KIF5A",6
"9430","KIF5B",5
"9431","KIF5C",5
"9432","KIF7",3
"9433","KIF9",1
"9434","KIFAP3",3
"9435","KIFC1",5
"9436","KIFC3",8
"9437","KIFC5B",10
"9438","KIN",13
"9439","KIRREL",8
"9440","KIRREL2",12
"9441","KIRREL3",4
"9442","KIS2",1
"9443","KISS1",8
"9444","KISS1R",12
"9445","KIT",16
"9446","KIZ",5
"9447","KLC1",6
"9448","KLC2",9
"9449","KLC3",3
"9450","KLC4",6
"9451","KLF10",15
"9452","KLF11",13
"9453","KLF13",7
"9454","KLF14",6
"9455","KLF16",1
"9456","KLF17",9
"9457","KLF2",3
"9458","KLF3",15
"9459","KLF4",15
"9460","KLF5",12
"9461","KLF6",10
"9462","KLF7",15
"9463","KLF8",13
"9464","KLF9",5
"9465","KLHDC1",1
"9466","KLHDC10",14
"9467","KLHDC2",14
"9468","KLHDC3",13
"9469","KLHDC4",15
"9470","KLHDC8B",1
"9471","KLHDC9",9
"9472","KLHL10",12
"9473","KLHL11",6
"9474","KLHL12",11
"9475","KLHL14",8
"9476","KLHL15",12
"9477","KLHL17",2
"9478","KLHL18",1
"9479","KLHL2",15
"9480","KLHL20",5
"9481","KLHL21",1
"9482","KLHL23",8
"9483","KLHL24",15
"9484","KLHL25",5
"9485","KLHL28",10
"9486","KLHL29",2
"9487","KLHL3",10
"9488","KLHL32",9
"9489","KLHL35",10
"9490","KLHL4",4
"9491","KLHL42",3
"9492","KLHL5",12
"9493","KLHL6",15
"9494","KLHL7",11
"9495","KLHL8",14
"9496","KLHL9",15
"9497","KLK8",13
"9498","KLRA1",4
"9499","KLRA14-PS",12
"9500","KLRA3",6
"9501","KLRA5",4
"9502","KLRA7",12
"9503","KLRA9",8
"9504","KLRB1",9
"9505","KLRB1A",12
"9506","KLRB1B",9
"9507","KLRB1C",14
"9508","KLRC1",9
"9509","KLRE1",4
"9510","KLRG1",4
"9511","KLRG2",9
"9512","KLRI1",15
"9513","KLRK1",9
"9514","KMO",14
"9515","KMT2A",2
"9516","KMT2B",13
"9517","KMT2C",10
"9518","KMT2D",12
"9519","KMT2E",2
"9520","KNSTRN",10
"9521","KPNA1",14
"9522","KPNA2",13
"9523","KPNA3",5
"9524","KPNA4",11
"9525","KPNA6",14
"9526","KPNA7",10
"9527","KPNB1",8
"9528","KPTN",8
"9529","KRAS",15
"9530","KRBA1",13
"9531","KRCC1",5
"9532","KREMEN1",3
"9533","KREMEN2",2
"9534","KRI1",10
"9535","KRIT1",2
"9536","KRR1",10
"9537","KRT18",12
"9538","KRT2",14
"9539","KRT222",12
"9540","KRT72",8
"9541","KRT75",9
"9542","KRT82",9
"9543","KRTAP14",8
"9544","KRTCAP2",2
"9545","KSR1",5
"9546","KTI12",3
"9547","KTN1",7
"9548","KXD1",8
"9549","KY",9
"9550","L1CAM",8
"9551","L1TD1",2
"9552","L2HGDH",14
"9553","L3MBTL1",12
"9554","L3MBTL2",6
"9555","L3MBTL3",15
"9556","L3MBTL4",6
"9557","L7RN6",11
"9558","LACC1",4
"9559","LACTB2",5
"9560","LAG3",11
"9561","LAGE3",6
"9562","LAMB3",9
"9563","LAMC1",5
"9564","LAMC2",15
"9565","LAMP1",10
"9566","LAMP2",2
"9567","LAMR1-PS1",11
"9568","LAMTOR1",14
"9569","LAMTOR2",3
"9570","LAMTOR3",10
"9571","LAMTOR4",7
"9572","LAMTOR5",10
"9573","LANCL1",15
"9574","LANCL2",5
"9575","LANCL3",8
"9576","LAP3",14
"9577","LAPTM4A",5
"9578","LAPTM4B",14
"9579","LAPTM5",4
"9580","LARGE",6
"9581","LARP1",10
"9582","LARP1B",13
"9583","LARP4",12
"9584","LARP4B",13
"9585","LARS",13
"9586","LARS2",4
"9587","LAS1L",7
"9588","LASP1",2
"9589","LAT2",1
"9590","LATS1",14
"9591","LATS2",13
"9592","LAX1",5
"9593","LAYN",8
"9594","LBH",5
"9595","LBHD1",8
"9596","LBR",2
"9597","LBX1",8
"9598","LBX2",8
"9599","LCA5",3
"9600","LCA5L",5
"9601","LCE1M",16
"9602","LCE3E",6
"9603","LCK",2
"9604","LCLAT1",5
"9605","LCMT1",15
"9606","LCMT2",2
"9607","LCN9",9
"9608","LCOR",2
"9609","LCORL",10
"9610","LCP1",15
"9611","LCP2",15
"9612","LDAH",2
"9613","LDB1",11
"9614","LDB2",9
"9615","LDHA",10
"9616","LDHAL6B",8
"9617","LDHB",5
"9618","LDHD",6
"9619","LDLR",3
"9620","LDLRAD1",8
"9621","LDLRAD3",9
"9622","LDLRAD4",15
"9623","LDLRAP1",5
"9624","LDOC1L",15
"9625","LECT1",12
"9626","LEF1",7
"9627","LEKR1",7
"9628","LEMD1",6
"9629","LEMD2",6
"9630","LEMD3",5
"9631","LENG8",9
"9632","LENG9",9
"9633","LEO1",5
"9634","LEPR",6
"9635","LEPROT",7
"9636","LEPROTL1",14
"9637","LETM1",6
"9638","LETM2",10
"9639","LETMD1",1
"9640","LFNG",11
"9641","LGALS2",9
"9642","LGALS3",15
"9643","LGALS3BP",12
"9644","LGALS8",13
"9645","LGALS9",13
"9646","LGALSL",5
"9647","LGI4",12
"9648","LGMN",3
"9649","LGR4",8
"9650","LGR5",9
"9651","LGR6",6
"9652","LHB",14
"9653","LHFP",9
"9654","LHFPL2",15
"9655","LHFPL3",5
"9656","LHFPL4",2
"9657","LHFPL5",9
"9658","LHPP",13
"9659","LHX1",12
"9660","LHX1OS",8
"9661","LHX2",14
"9662","LHX4",8
"9663","LHX5",10
"9664","LHX6",8
"9665","LHX8",8
"9666","LHX9",15
"9667","LIFR",8
"9668","LIG1",2
"9669","LIG3",13
"9670","LIG4",1
"9671","LILR4B",4
"9672","LILRA5",12
"9673","LILRB4A",6
"9674","LIM2",14
"9675","LIMCH1",4
"9676","LIMD1",13
"9677","LIMD2",5
"9678","LIME1",4
"9679","LIMK1",1
"9680","LIMK2",14
"9681","LIMS1",3
"9682","LIMS2",12
"9683","LIN28A",9
"9684","LIN37",10
"9685","LIN52",13
"9686","LIN54",10
"9687","LIN7A",8
"9688","LIN7B",10
"9689","LIN7C",8
"9690","LIN9",10
"9691","LINCPINT",3
"9692","LINGO1",8
"9693","LINGO2",6
"9694","LINS",15
"9695","LIPA",13
"9696","LIPE",5
"9697","LIPF",12
"9698","LIPG",4
"9699","LIPO1",4
"9700","LIPT1",4
"9701","LIPT2",1
"9702","LITAF",7
"9703","LIX1",10
"9704","LIX1L",13
"9705","LLGL1",3
"9706","LLGL2",14
"9707","LLPH",10
"9708","LMAN1",14
"9709","LMAN2",1
"9710","LMBR1",1
"9711","LMBR1L",8
"9712","LMBRD1",3
"9713","LMBRD2",3
"9714","LMCD1",6
"9715","LMF1",8
"9716","LMF2",2
"9717","LMLN",2
"9718","LMNA",1
"9719","LMNB1",5
"9720","LMNB2",14
"9721","LMNTD1",6
"9722","LMNTD2",11
"9723","LMO1",4
"9724","LMO2",2
"9725","LMO4",7
"9726","LMO7",7
"9727","LMOD3",6
"9728","LMTK2",1
"9729","LMTK3",1
"9730","LMX1A",12
"9731","LMX1B",8
"9732","LNP",12
"9733","LNPEP",10
"9734","LNX1",3
"9735","LNX2",13
"9736","LOH12CR1",2
"9737","LONP1",14
"9738","LONP2",3
"9739","LONRF1",5
"9740","LONRF3",9
"9741","LOR",4
"9742","LOX",9
"9743","LOXL3",1
"9744","LPAR1",12
"9745","LPAR2",2
"9746","LPAR5",8
"9747","LPAR6",3
"9748","LPCAT1",15
"9749","LPCAT3",14
"9750","LPCAT4",2
"9751","LPGAT1",10
"9752","LPIN1",5
"9753","LPIN2",10
"9754","LPIN3",14
"9755","LPP",15
"9756","LPPOS",13
"9757","LPPR2",14
"9758","LPPR5",8
"9759","LPXN",10
"9760","LRAT",6
"9761","LRBA",13
"9762","LRCH1",13
"9763","LRCH3",13
"9764","LRCOL1",8
"9765","LRFN3",8
"9766","LRFN4",12
"9767","LRG1",12
"9768","LRGUK",16
"9769","LRIF1",13
"9770","LRIG1",2
"9771","LRIG2",3
"9772","LRIG3",8
"9773","LRMP",7
"9774","LRP1",8
"9775","LRP10",5
"9776","LRP11",13
"9777","LRP12",6
"9778","LRP2BP",8
"9779","LRP3",12
"9780","LRP4",8
"9781","LRP5",9
"9782","LRP6",13
"9783","LRP8",14
"9784","LRP8OS3",14
"9785","LRPAP1",3
"9786","LRPPRC",3
"9787","LRR1",6
"9788","LRRC1",10
"9789","LRRC14",6
"9790","LRRC15",9
"9791","LRRC16B",12
"9792","LRRC20",14
"9793","LRRC23",14
"9794","LRRC24",10
"9795","LRRC25",1
"9796","LRRC27",3
"9797","LRRC28",15
"9798","LRRC29",1
"9799","LRRC3",6
"9800","LRRC32",8
"9801","LRRC34",12
"9802","LRRC36",8
"9803","LRRC38",9
"9804","LRRC4",8
"9805","LRRC40",14
"9806","LRRC41",3
"9807","LRRC42",13
"9808","LRRC46",13
"9809","LRRC47",1
"9810","LRRC49",16
"9811","LRRC4B",6
"9812","LRRC56",6
"9813","LRRC58",10
"9814","LRRC59",9
"9815","LRRC61",14
"9816","LRRC63",8
"9817","LRRC66",6
"9818","LRRC7",12
"9819","LRRC72",9
"9820","LRRC73",3
"9821","LRRC74A",4
"9822","LRRC75A",8
"9823","LRRC75AOS2",1
"9824","LRRC75B",6
"9825","LRRC8A",2
"9826","LRRC8B",13
"9827","LRRC8C",7
"9828","LRRC8D",5
"9829","LRRC8E",8
"9830","LRRC9",3
"9831","LRRCC1",1
"9832","LRRFIP1",5
"9833","LRRIQ3",3
"9834","LRRK1",7
"9835","LRRK2",3
"9836","LRRN3",16
"9837","LRRN4",6
"9838","LRSAM1",5
"9839","LRWD1",3
"9840","LSAMP",9
"9841","LSG1",2
"9842","LSM1",2
"9843","LSM10",11
"9844","LSM11",3
"9845","LSM12",6
"9846","LSM14A",5
"9847","LSM14B",3
"9848","LSM2",1
"9849","LSM3",14
"9850","LSM4",11
"9851","LSM6",5
"9852","LSMEM1",1
"9853","LSP1",11
"9854","LSR",3
"9855","LTA",3
"9856","LTA4H",5
"9857","LTBP1",6
"9858","LTBP2",10
"9859","LTBP4",14
"9860","LTBR",6
"9861","LTF",8
"9862","LTK",14
"9863","LTN1",11
"9864","LTV1",5
"9865","LUC7L",10
"9866","LUC7L2",5
"9867","LUC7L3",10
"9868","LURAP1",3
"9869","LURAP1L",8
"9870","LUZP1",14
"9871","LUZP2",12
"9872","LXN",10
"9873","LY6C2",4
"9874","LY6E",2
"9875","LY6G5B",8
"9876","LY6G6C",8
"9877","LY6H",6
"9878","LY6I",9
"9879","LY6K",9
"9880","LY75",5
"9881","LY9",4
"9882","LY96",13
"9883","LYAR",1
"9884","LYNX1",13
"9885","LYPLA1",10
"9886","LYPLA2",13
"9887","LYRM1",14
"9888","LYRM2",3
"9889","LYRM4",15
"9890","LYRM5",10
"9891","LYRM7",5
"9892","LYRM9",2
"9893","LYSMD1",6
"9894","LYSMD2",7
"9895","LYSMD3",5
"9896","LYSMD4",1
"9897","LYST",7
"9898","LYZ1",12
"9899","LYZL4",12
"9900","LYZL6",9
"9901","LZIC",1
"9902","LZTFL1",4
"9903","LZTR1",5
"9904","LZTS1",2
"9905","LZTS2",9
"9906","LZTS3",14
"9907","M1AP",13
"9908","M6PR",13
"9909","MAATS1",13
"9910","MAB21L2",3
"9911","MACC1",9
"9912","MACF1",2
"9913","MACROD1",14
"9914","MACROD2",1
"9915","MAD1L1",14
"9916","MAD2L1",3
"9917","MAD2L2",3
"9918","MADD",12
"9919","MAEA",6
"9920","MAEL",6
"9921","MAF",5
"9922","MAF1",12
"9923","MAFA",13
"9924","MAFB",1
"9925","MAFF",14
"9926","MAFG",10
"9927","MAFK",5
"9928","MAGEB3",13
"9929","MAGED2",10
"9930","MAGEE1",10
"9931","MAGEE2",15
"9932","MAGEH1",12
"9933","MAGI2",15
"9934","MAGI3",2
"9935","MAGOH",14
"9936","MAGOHB",15
"9937","MAGT1",10
"9938","MAK",8
"9939","MAK16",3
"9940","MALAT1",5
"9941","MALSU1",6
"9942","MALT1",15
"9943","MAMDC2",9
"9944","MAMDC4",3
"9945","MAML1",2
"9946","MAML3",8
"9947","MAMSTR",1
"9948","MAN1A",3
"9949","MAN1A2",13
"9950","MAN1B1",1
"9951","MAN1C1",8
"9952","MAN2A1",13
"9953","MAN2A2",14
"9954","MAN2B1",1
"9955","MAN2B2",3
"9956","MANBA",10
"9957","MANEA",14
"9958","MANEAL",8
"9959","MANF",10
"9960","MANSC1",1
"9961","MANSC4",10
"9962","MAOA",13
"9963","MAP10",4
"9964","MAP1A",12
"9965","MAP1B",9
"9966","MAP1LC3A",3
"9967","MAP1LC3B",1
"9968","MAP1S",14
"9969","MAP2",15
"9970","MAP2K3",5
"9971","MAP2K3OS",10
"9972","MAP2K4",13
"9973","MAP2K5",3
"9974","MAP2K6",4
"9975","MAP2K7",10
"9976","MAP3K1",15
"9977","MAP3K10",13
"9978","MAP3K11",4
"9979","MAP3K12",10
"9980","MAP3K14",14
"9981","MAP3K15",1
"9982","MAP3K2",15
"9983","MAP3K3",13
"9984","MAP3K4",3
"9985","MAP3K5",15
"9986","MAP3K6",12
"9987","MAP3K7",15
"9988","MAP3K8",5
"9989","MAP3K9",15
"9990","MAP4",13
"9991","MAP4K1",10
"9992","MAP4K2",12
"9993","MAP4K3",3
"9994","MAP4K4",15
"9995","MAP4K5",13
"9996","MAP6",3
"9997","MAP7",12
"9998","MAP7D1",3
"9999","MAP7D2",8
"10000","MAP9",15
"10001","MAPK1",2
"10002","MAPK12",8
"10003","MAPK13",9
"10004","MAPK14",1
"10005","MAPK15",9
"10006","MAPK1IP1",10
"10007","MAPK1IP1L",10
"10008","MAPK3",9
"10009","MAPK4",9
"10010","MAPK6",3
"10011","MAPK7",10
"10012","MAPK8",3
"10013","MAPK8IP2",8
"10014","MAPK8IP3",1
"10015","MAPK9",15
"10016","MAPKAP1",13
"10017","MAPKAPK2",3
"10018","MAPKAPK3",1
"10019","MAPKAPK5",14
"10020","MAPKBP1",1
"10021","MAPRE2",5
"10022","MAPRE3",1
"10023","MAPT",8
"10024","MARC2",15
"10025","MARCH1",12
"10026","MARCH11",8
"10027","MARCH2",5
"10028","MARCH3",3
"10029","MARCH5",13
"10030","MARCH6",13
"10031","MARCH7",10
"10032","MARCH8",13
"10033","MARCH9",1
"10034","MARCKSL1",1
"10035","MARK2",1
"10036","MARK3",1
"10037","MARK4",1
"10038","MARS",4
"10039","MARS2",1
"10040","MARVELD1",1
"10041","MARVELD2",10
"10042","MARVELD3",1
"10043","MAS1",9
"10044","MAST1",9
"10045","MAST2",14
"10046","MAST3",1
"10047","MAST4",15
"10048","MASTL",2
"10049","MAT2A",13
"10050","MAT2B",10
"10051","MATK",9
"10052","MATN1",9
"10053","MATN2",9
"10054","MATN4",8
"10055","MATR3",14
"10056","MAVS",2
"10057","MAX",15
"10058","MAZ",14
"10059","MB21D1",11
"10060","MB21D2",6
"10061","MBD1",11
"10062","MBD2",5
"10063","MBD3",6
"10064","MBD4",3
"10065","MBD5",3
"10066","MBD6",9
"10067","MBIP",3
"10068","MBLAC1",5
"10069","MBLAC2",1
"10070","MBNL1",7
"10071","MBNL2",15
"10072","MBNL3",2
"10073","MBOAT1",13
"10074","MBOAT2",3
"10075","MBOAT7",11
"10076","MBP",7
"10077","MBTD1",10
"10078","MBTPS1",13
"10079","MBTPS2",15
"10080","MC5R",2
"10081","MCAM",10
"10082","MCC",1
"10083","MCCC1",10
"10084","MCCC1OS",13
"10085","MCCC2",4
"10086","MCEE",10
"10087","MCF2L",1
"10088","MCFD2",15
"10089","MCHR1",9
"10090","MCIDAS",3
"10091","MCL1",15
"10092","MCM10",5
"10093","MCM2",1
"10094","MCM3",1
"10095","MCM4",13
"10096","MCM5",4
"10097","MCM6",15
"10098","MCM7",10
"10099","MCM8",16
"10100","MCM9",1
"10101","MCMBP",10
"10102","MCOLN1",10
"10103","MCOLN2",15
"10104","MCOLN3",3
"10105","MCPH1",9
"10106","MCRS1",2
"10107","MCTP1",8
"10108","MCTP2",4
"10109","MCTS1",2
"10110","MCU",2
"10111","MCUR1",5
"10112","MDC1",11
"10113","MDFIC",13
"10114","MDGA1",13
"10115","MDGA2",9
"10116","MDH1B",8
"10117","MDH2",14
"10118","MDK",8
"10119","MDM1",5
"10120","MDM2",11
"10121","MDM4",3
"10122","MDP1",3
"10123","ME1",4
"10124","ME2",3
"10125","MEA1",6
"10126","MEAF6",1
"10127","MECP2",13
"10128","MED1",9
"10129","MED10",3
"10130","MED11",10
"10131","MED12",2
"10132","MED12L",8
"10133","MED13",13
"10134","MED13L",5
"10135","MED15",3
"10136","MED16",14
"10137","MED17",8
"10138","MED18",4
"10139","MED19",14
"10140","MED20",1
"10141","MED21",13
"10142","MED22",13
"10143","MED23",10
"10144","MED24",8
"10145","MED25",15
"10146","MED26",1
"10147","MED27",10
"10148","MED28",10
"10149","MED29",14
"10150","MED30",15
"10151","MED31",2
"10152","MED4",7
"10153","MED7",15
"10154","MED8",1
"10155","MED9",8
"10156","MEDAG",9
"10157","MEF2A",15
"10158","MEF2B",1
"10159","MEF2C",3
"10160","MEF2D",14
"10161","MEFV",9
"10162","MEG3",10
"10163","MEGF10",8
"10164","MEGF8",14
"10165","MEGF9",9
"10166","MEI1",9
"10167","MEIG1",1
"10168","MEIOB",9
"10169","MEIS1",6
"10170","MEIS2",2
"10171","MEIS3",9
"10172","MELK",11
"10173","MEMO1",5
"10174","MEN1",12
"10175","MEOX2",6
"10176","MEPCE",5
"10177","MERTK",13
"10178","MESDC1",1
"10179","MESDC2",5
"10180","MESP2",9
"10181","MEST",8
"10182","MET",9
"10183","METAP1",13
"10184","METAP1D",13
"10185","METAP2",3
"10186","METRN",9
"10187","METRNL",2
"10188","METTL10",13
"10189","METTL13",13
"10190","METTL14",6
"10191","METTL15",4
"10192","METTL17",14
"10193","METTL18",11
"10194","METTL2",15
"10195","METTL20",15
"10196","METTL21A",1
"10197","METTL21B",6
"10198","METTL21C",1
"10199","METTL22",3
"10200","METTL23",10
"10201","METTL25",13
"10202","METTL3",13
"10203","METTL4",14
"10204","METTL4-PS1",10
"10205","METTL6",11
"10206","METTL7A1",5
"10207","METTL8",1
"10208","METTL9",1
"10209","MEX3B",5
"10210","MEX3C",7
"10211","MFAP1A",6
"10212","MFAP1B",6
"10213","MFAP2",2
