"","Naive_Kaech_Kaech","Naive_Kaech_Chung","Naive_Mackay_Chung","Naive_MilnerAug_Chung","Naive_Renkema_Chung","Naive_Scott_Scott","MP_Kaech_Chung","MP_Kaech_Kaech","MP_Kaech_Scott","MP_MilnerAug_Kaech","MP_MilnerAug_Scott","MP_MilnerAug_Chung","TE_Kaech_Chung","TE_Kaech_Kaech","TE_Kaech_Scott","TE_MilnerAug_Kaech","TE_MilnerAug_Scott","TE_MilnerAug_Chung","TCM_Mackay_Chung","TCM_MilnerAug_Chung","TCM_Renkema_Chung","TEM_Mackay_Chung","TEM_MilnerAug_Chung","TEM_Renkema_Chung","TRM.IEL_Milner17_Milner17","TRM.IEL_MilnerApr_Chung","TRM.IEL_MilnerApr_Milner17","TRM.IEL_Milner17_Chung","TRM.liver_Mackay_Chung","TexProg1_Beltra_Beltra","TexProg2_Beltra_Beltra","TexProg_Beltra_Chung","TexProg_Hudson_Chung","TexProg_Hudson_Beltra","TexInt_Beltra_Beltra","TexInt_Beltra_Chung","TexInt_Hudson_Chung","TexInt_Hudson_Beltra","TexTerm_Beltra_Beltra","TexTerm_Beltra_Chung","TexTerm_Hudson_Chung","TexTerm_Hudson_Beltra"
"Zbtb49",4.31,4.31,3.18,7.82,0,5.62,12.4,12.4,12.4,4.61,4.61,4.61,14.54,14.54,14.54,7.93,7.93,7.93,12.97,5.15,5.46,16.01,3.71,2.27,8.53,8.72,8.72,8.53,17.95,14.52,11.93,14.52,24.24,24.24,7.03,7.03,17.75,17.75,23.3,23.3,24.6,24.6
"Egr1",38.21,38.21,20.43,13.97,19.39,23,13.7,13.7,13.7,6.58,6.58,6.58,10.12,10.12,10.12,3.25,3.25,3.25,6.62,1.44,2.68,4.84,1.7,2.54,82.99,94.83,94.83,82.99,29.57,19.52,13.21,19.52,39.7,39.7,3.56,3.56,38.07,38.07,43.18,43.18,57.07,57.07
"Hmx2",0,0,0.03,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.14,0,0,0,0
"Klf4",5.45,5.45,0.33,0.16,0,0.79,1.89,1.89,1.89,0.29,0.29,0.29,0.83,0.83,0.83,0,0,0,2.7,0,2.68,1.82,0,0,1.93,2.55,2.55,1.93,0.82,1.01,0.71,1.01,0.68,0.68,2.15,2.15,0.2,0.2,0.17,0.17,0,0
"Stat5b",78.12,78.12,47.5,26.54,4.11,42.01,93.64,93.64,93.64,28.5,28.5,28.5,88.95,88.95,88.95,21.2,21.2,21.2,67.57,8.09,3.13,76.43,10.28,5.81,27.05,15.97,15.97,27.05,71.04,53.91,94.54,53.91,123.46,123.46,63.61,63.61,80.13,80.13,86.06,86.06,95.27,95.27
"Rfx7",39.63,39.63,19.28,14.04,8.8,4.68,51.67,51.67,51.67,9.18,9.18,9.18,46.13,46.13,46.13,7.53,7.53,7.53,32.1,4.43,0,38.69,3.57,2.45,9.63,5.62,5.62,9.63,50.41,9.42,16.41,9.42,24.29,24.29,14.4,14.4,18.83,18.83,18.84,18.84,23.16,23.16
"Tfcp2",7.41,7.41,1.99,2.5,0,4.39,2.9,2.9,2.9,0.72,0.72,0.72,2.41,2.41,2.41,0.62,0.62,0.62,5.28,1.2,0,4.26,1.49,0,1.79,1.15,1.15,1.79,4.92,4.99,2.4,4.99,12.32,12.32,1.31,1.31,3.48,3.48,3.12,3.12,4.29,4.29
"Nfix",4.14,4.14,2.72,0.93,1.3,2.45,0.8,0.8,0.8,0,0,0,0.45,0.45,0.45,0,0,0,1,0.34,0,0.73,0,0,0,0,0,0,0.72,4.26,3.56,4.26,1.82,1.82,0.88,0.88,0.56,0.56,0.33,0.33,0.53,0.53
"Yy1",70.21,70.21,44.01,11.02,5.58,4.38,94.15,94.15,94.15,9.2,9.2,9.2,104.23,104.23,104.23,9.05,9.05,9.05,65.76,1.49,29.14,78.71,2.4,7.64,6.32,4.27,4.27,6.32,86.63,6.46,7.13,6.46,11.78,11.78,5.92,5.92,13.22,13.22,8.6,8.6,18.94,18.94
"Gcm2",0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0.02,0.02,0.02,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.06,0,0.25,0,0,0,0.37,0.37,0.28,0.28,0,0,0.12,0.12
"Zbtb12",3.18,3.18,2.03,0.28,0,0,2.6,2.6,2.6,0,0,0,2.77,2.77,2.77,0,0,0,2.81,0.12,0,3.38,0,0,0,0,0,0,5,0,0,0,0.5,0.5,0.31,0.31,0.9,0.9,0.3,0.3,0.49,0.49
"Gabpa",31.63,31.63,19.12,16.72,1.44,27.71,47.83,47.83,47.83,15.22,15.22,15.22,50.31,50.31,50.31,25.09,25.09,25.09,37.28,1.82,1.59,44.6,2.18,0.98,21.68,4.98,4.98,21.68,51.82,18.3,41.41,18.3,29.3,29.3,26.22,26.22,39.52,39.52,31.68,31.68,39.05,39.05
"Pou3f2",0,0,0,0,0,0,0,0,0,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hsf2",6.31,6.31,2.76,7.87,0,7.14,4.55,4.55,4.55,3.55,3.55,3.55,3.47,3.47,3.47,3.83,3.83,3.83,6.43,0.59,25.15,8.06,0.78,3.9,5.88,1.78,1.78,5.88,10.24,0,0,0,1.21,1.21,0.21,0.21,0.39,0.39,0,0,0.43,0.43
"Tbx1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0,0,0.06,0.06,0,0,0,0
"Hoxc4",0,0,0,0,0,0,0.04,0.04,0.04,0,0,0,0.04,0.04,0.04,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zeb1",18.64,18.64,13.24,21.58,34.98,22.49,17.66,17.66,17.66,7.81,7.81,7.81,11.62,11.62,11.62,2.4,2.4,2.4,17.76,11.24,1.36,16.26,15.5,19.97,13.32,17.8,17.8,13.32,25.84,9.6,22.11,9.6,27.99,27.99,14.8,14.8,15.46,15.46,34.69,34.69,18.35,18.35
"Zfp202",2.87,2.87,1.17,3.17,0,1.98,0.62,0.62,0.62,0.52,0.52,0.52,0.19,0.19,0.19,0.43,0.43,0.43,2.42,0,0,2.09,0.74,1.28,0.29,0.16,0.16,0.29,2.76,2.5,3.4,2.5,4.68,4.68,0.32,0.32,1.18,1.18,1.46,1.46,2.49,2.49
"Meis2",0,0,0,0,0,0,0.04,0.04,0.04,0.11,0.11,0.11,0,0,0,0.13,0.13,0.13,0.21,0,0,0.03,0,0,0,0.04,0.04,0,0.03,0,0,0,0,0,0,0,0.46,0.46,0,0,0,0
"Foxc2",0,0,0.02,0,0,0,0.05,0.05,0.05,0,0,0,0.05,0.05,0.05,0,0,0,0.05,0,0,0.09,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0.12,0.12
"Trp73",0,0,0,0,0,0,0.94,0.94,0.94,0.06,0.06,0.06,0.48,0.48,0.48,0,0,0,0.48,0,0,1.14,0,0,0,0,0,0,1.74,1.2,1.73,1.2,0.25,0.25,1.62,1.62,4.89,4.89,1.06,1.06,0.71,0.71
"Rorc",1.3,1.3,0.04,0.47,0,0.37,0.39,0.39,0.39,0.93,0.93,0.93,0.08,0.08,0.08,0,0,0,0.05,0,0,0.11,0,0,0.72,0,0,0.72,0.93,0.61,1.14,0.61,0,0,0.64,0.64,0.68,0.68,1.51,1.51,0,0
"Lhx4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0
"Foxf1",0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.41,0,0,0.41,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nobox",0,0,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfx",32.06,32.06,13.59,13.12,2.09,36,25.91,25.91,25.91,17.35,17.35,17.35,23.47,23.47,23.47,17.64,17.64,17.64,25.75,7.75,1.16,29.37,5.43,2.15,18.36,14.18,14.18,18.36,31.7,14.36,33.24,14.36,35.07,35.07,21.98,21.98,33.45,33.45,34.22,34.22,38.95,38.95
"Crebl2",15.66,15.66,14.22,16.95,16.7,6.1,18.95,18.95,18.95,5.4,5.4,5.4,18.01,18.01,18.01,2.5,2.5,2.5,25.33,3.95,2.21,31.03,2.6,1.37,4.61,1.92,1.92,4.61,30.22,6.47,9.08,6.47,16.71,16.71,17.42,17.42,7.54,7.54,15.48,15.48,21.97,21.97
"Hoxa2",0,0,0.05,0,4.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jdp2",2.15,2.15,0.21,0,0,0,10.8,10.8,10.8,0.42,0.42,0.42,8.6,8.6,8.6,1.04,1.04,1.04,8.41,0,0,7.26,0,0,2.78,0,0,2.78,22.35,15.15,29.37,15.15,49.8,49.8,13.25,13.25,46.98,46.98,44.51,44.51,63.41,63.41
"Zfp57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp787",12.66,12.66,7.38,2.97,0,5.11,10.49,10.49,10.49,0.83,0.83,0.83,11.03,11.03,11.03,2.61,2.61,2.61,9.92,0.48,0,12.38,1.27,0,0.82,1.15,1.15,0.82,9.61,3.81,6.54,3.81,11.4,11.4,3.33,3.33,12.19,12.19,6.97,6.97,13.23,13.23
"E2f3",2.89,2.89,2.17,0.2,0,0.69,10.71,10.71,10.71,2.16,2.16,2.16,12.6,12.6,12.6,1.54,1.54,1.54,4.16,0.72,0,5.59,0.77,1.05,3.8,1.29,1.29,3.8,11.48,0.31,1.17,0.31,6.94,6.94,1.42,1.42,6.53,6.53,3.13,3.13,6.28,6.28
"Zfp383",3.21,3.21,2.62,2.06,0,0.87,1.24,1.24,1.24,0.92,0.92,0.92,1.77,1.77,1.77,0.9,0.9,0.9,3.01,0.08,9.43,3.53,0.36,0,0.38,0.48,0.48,0.38,2.98,0.8,0.56,0.8,1.05,1.05,0.83,0.83,0.2,0.2,0.4,0.4,0.13,0.13
"Sp3",90.61,90.61,59.31,55.94,9.44,104.79,91.11,91.11,91.11,34.8,34.8,34.8,113.31,113.31,113.31,38.84,38.84,38.84,85.05,11.56,0,103.01,15.35,5.56,36.25,9.58,9.58,36.25,105.4,36.93,65.06,36.93,80.36,80.36,51.59,51.59,81.5,81.5,50.66,50.66,72.8,72.8
"Hey2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vezf1",33.43,33.43,26.88,18.81,4.7,31.92,42.78,42.78,42.78,13.45,13.45,13.45,49.63,49.63,49.63,16.85,16.85,16.85,48.59,6.48,2.04,63.92,9.7,0,10.97,10.34,10.34,10.97,59.65,14.7,24.27,14.7,27.68,27.68,25.8,25.8,25.12,25.12,33.32,33.32,29.27,29.27
"Sox15",0,0,0,0,0,0,0.09,0.09,0.09,0,0,0,0.19,0.19,0.19,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0.28,0.28,0,0,0.13,0.13,0,0,0,0
"Prdm9",11.74,11.74,1.24,3.61,0,0.46,4.33,4.33,4.33,1.18,1.18,1.18,3.07,3.07,3.07,1.66,1.66,1.66,11.54,0.98,0,11.24,1.09,0,2.28,2.44,2.44,2.28,15.23,0.76,3.16,0.76,7.29,7.29,6.32,6.32,4.43,4.43,5.27,5.27,4.31,4.31
"Gata3",18.21,18.21,8.12,26.98,4.56,55.24,62.93,62.93,62.93,30.95,30.95,30.95,46.69,46.69,46.69,27.79,27.79,27.79,26.53,25.72,2.52,29.4,26.68,1.56,44.62,36.66,36.66,44.62,29.63,19.71,34.73,19.71,41.48,41.48,37.15,37.15,52.56,52.56,39.51,39.51,63.76,63.76
"Cenpb",16.04,16.04,14.97,1.42,2.93,1.27,37.01,37.01,37.01,5.01,5.01,5.01,37.1,37.1,37.1,4.43,4.43,4.43,24.37,2.77,0,27.75,3.59,0,3.07,2.19,2.19,3.07,22.51,1.39,0.7,1.39,7.76,7.76,5.13,5.13,9.39,9.39,2.4,2.4,7.1,7.1
"Klf3",163.1,163.1,99.71,71.27,114.34,140.74,205.27,205.27,205.27,53.03,53.03,53.03,290.45,290.45,290.45,73.66,73.66,73.66,170.86,30.02,27.17,254.66,41.3,51.86,39.85,26.01,26.01,39.85,88.38,153.83,245.25,153.83,270.33,270.33,469.36,469.36,132.76,132.76,110.39,110.39,54.1,54.1
"Tcf21",0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1
"Myod1",0,0,0.02,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0.6,0,0.6,0.78,0.78,0,0,0,0,0,0,0,0
"Zfp322a",7.81,7.81,10.06,12.91,10.92,24.67,21.53,21.53,21.53,15.11,15.11,15.11,22.38,22.38,22.38,10.59,10.59,10.59,19.8,2.03,1.64,26.25,1.15,0,6.78,1.6,1.6,6.78,25.46,10.95,12.91,10.95,12.99,12.99,15.11,15.11,11.82,11.82,15.26,15.26,19.1,19.1
"Zfp422",24.39,24.39,20.65,35.64,0,67.11,12.05,12.05,12.05,24.87,24.87,24.87,13.9,13.9,13.9,19.4,19.4,19.4,20.89,8.45,0,17.82,6.28,1.58,7.19,12.08,12.08,7.19,18.51,14.98,19.71,14.98,17.02,17.02,15.12,15.12,14.51,14.51,6.64,6.64,6.9,6.9
"Arid5a",107.88,107.88,35.28,48.78,7.01,107.62,114.31,114.31,114.31,42.87,42.87,42.87,104.12,104.12,104.12,27.52,27.52,27.52,90.37,51.7,66.36,120.93,67.31,15.45,52.77,134.89,134.89,52.77,92.84,173.43,211.57,173.43,150.78,150.78,87.92,87.92,64.8,64.8,150.87,150.87,27.14,27.14
"Lyl1",6.06,6.06,0.08,0,4.3,0,1.35,1.35,1.35,0.18,0.18,0.18,0.98,0.98,0.98,0,0,0,0.68,0,0,0.86,0.34,0,0.58,0,0,0.58,3.24,0.63,0,0.63,0.06,0.06,0,0,0.17,0.17,0,0,0.13,0.13
"Tal1",1.52,1.52,0.03,0,0,0,0.09,0.09,0.09,0,0,0,0.15,0.15,0.15,0.07,0.07,0.07,0.26,0,0,0.21,0,0,0,0.14,0.14,0,0.05,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0
"Etv5",16.5,16.5,0.55,0.75,0,1.36,0.97,0.97,0.97,0,0,0,1.27,1.27,1.27,0.5,0.5,0.5,1.05,0.17,0,1.49,0.22,0,1.14,0,0,1.14,3.21,5.59,1.61,5.59,6.14,6.14,2.81,2.81,6.23,6.23,5.13,5.13,12.52,12.52
"Irf7",86.18,86.18,220.11,46.51,32.65,77.45,148.93,148.93,148.93,58.81,58.81,58.81,121.97,121.97,121.97,72.93,72.93,72.93,121.81,38.16,10.3,182.3,46.81,76.15,46.02,67.39,67.39,46.02,124.03,670.32,515.95,670.32,581.16,581.16,261.61,261.61,250.96,250.96,564,564,183.4,183.4
"Msantd3",0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hsf5",0,0,0,0,0,0.03,0.05,0.05,0.05,0,0,0,0.02,0.02,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.12,0.03,0.03
"Tbx6",2.68,2.68,0.59,0.91,0,0.16,7.24,7.24,7.24,0.37,0.37,0.37,8.91,8.91,8.91,0.18,0.18,0.18,7.25,0,5.69,10.45,3.19,6.15,1.23,0.9,0.9,1.23,9.72,0,0.54,0,2.26,2.26,0,0,1.03,1.03,0.76,0.76,1.73,1.73
"Thrb",0,0,0.65,0.69,0,0.75,0.18,0.18,0.18,0.32,0.32,0.32,0.15,0.15,0.15,0,0,0,0.12,0,0,0.11,0,0,0.08,0.11,0.11,0.08,0.73,0.27,0.11,0.27,0.65,0.65,0.23,0.23,0.26,0.26,0.4,0.4,1.09,1.09
"Hoxb7",0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fosl1",0,0,0.25,0,36.49,0.36,0.08,0.08,0.08,0,0,0,0,0,0,0.37,0.37,0.37,0.72,0,20.09,1.29,0.54,3.12,0,0.26,0.26,0,0.37,0.34,0,0.34,0.46,0.46,0,0,0,0,0,0,0.13,0.13
"Hmbox1",21.73,21.73,12.93,4.81,35.07,6.12,30.69,30.69,30.69,2.45,2.45,2.45,27.67,27.67,27.67,2.05,2.05,2.05,30.87,2.05,33.92,41.95,3.5,14.25,3.02,2.41,2.41,3.02,33.39,3.41,5.65,3.41,5.57,5.57,4.62,4.62,4.82,4.82,7.23,7.23,5.18,5.18
"Zzz3",48.18,48.18,15.01,29.61,6.88,23.96,37.73,37.73,37.73,13.98,13.98,13.98,30.89,30.89,30.89,18.11,18.11,18.11,41.86,4.72,5.7,50.01,2.83,1.93,23.89,6.59,6.59,23.89,51.09,20.94,29.65,20.94,35.85,35.85,21.66,21.66,32.15,32.15,25.45,25.45,36.67,36.67
"Scrt1",0,0,0,0,0,0,0.15,0.15,0.15,0,0,0,0.24,0.24,0.24,0,0,0,0.02,0,0,0.08,0,0,0,0.06,0.06,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hoxc5",0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Meis3",33.29,33.29,9.58,15.08,0,33.6,19.72,19.72,19.72,11.52,11.52,11.52,28.5,28.5,28.5,10.03,10.03,10.03,31.05,10.86,16.96,52.92,23.8,10.14,10.09,41.78,41.78,10.09,27.16,23.77,24.9,23.77,43.28,43.28,50.92,50.92,30.28,30.28,20.37,20.37,27.31,27.31
"Esrra",22.53,22.53,11.31,6.29,10.1,1.7,51.91,51.91,51.91,2.19,2.19,2.19,52.38,52.38,52.38,4.37,4.37,4.37,32.75,2,14.85,48.38,5.6,11.51,5.87,7.82,7.82,5.87,44.42,8.1,7.08,8.1,28.44,28.44,18.16,18.16,30.62,30.62,18.35,18.35,31.33,31.33
"Zfp449",0.43,0.43,0.1,0.38,0,0.29,0.05,0.05,0.05,0,0,0,0,0,0,0.23,0.23,0.23,0.17,0,0,0.06,0,0,0,0,0,0,0.28,0.4,0.37,0.4,0.2,0.2,0.28,0.28,0.41,0.41,0.13,0.13,1.04,1.04
"Crem",5.42,5.42,7.43,11.81,15.16,12.5,14.89,14.89,14.89,20.96,20.96,20.96,15.8,15.8,15.8,14.57,14.57,14.57,11.41,2.36,4.22,11.37,7.36,0,290.45,125.97,125.97,290.45,22.89,13.38,48.13,13.38,17.06,17.06,31.75,31.75,47.38,47.38,37.19,37.19,55.12,55.12
"Rorb",0,0,0,0,0,0,0,0,0,0.13,0.13,0.13,0,0,0,0.36,0.36,0.36,0,0,0,0.04,0.09,0,0,0,0,0,0.07,0,0,0,0,0,0.23,0.23,0.07,0.07,0.2,0.2,0.02,0.02
"Ahctf1",36.1,36.1,13.52,28.2,18.97,28.89,37.17,37.17,37.17,11.94,11.94,11.94,33.66,33.66,33.66,10.67,10.67,10.67,41.63,5.66,35.25,47.79,5.8,3.29,7.41,8.24,8.24,7.41,46.65,9.47,13.54,9.47,25.67,25.67,13.89,13.89,19.67,19.67,16.26,16.26,20.37,20.37
"Nkx2-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gfi1",6.47,6.47,8.45,2.04,0,3.04,43.12,43.12,43.12,4.42,4.42,4.42,39.87,39.87,39.87,7.32,7.32,7.32,24.28,2.5,0,33.02,3.95,0,11.11,15.33,15.33,11.11,59.21,38.94,35.29,38.94,50.06,50.06,34.5,34.5,52.26,52.26,97.66,97.66,67.38,67.38
"Ar",2.92,2.92,1.69,2.43,3.86,2.69,5.42,5.42,5.42,1.53,1.53,1.53,3.03,3.03,3.03,0.92,0.92,0.92,4.68,0.82,5.99,5.77,0.42,2.65,0.5,0.09,0.09,0.5,2.4,1.08,1.01,1.08,2.07,2.07,1.63,1.63,0.86,0.86,0.26,0.26,0.16,0.16
"Prdm11",20.4,20.4,6.98,1.1,0.6,0.28,17.53,17.53,17.53,1.04,1.04,1.04,19.74,19.74,19.74,0.89,0.89,0.89,9.39,2.68,0,11.55,2.96,0,1.47,1.61,1.61,1.47,16.36,4.34,6.47,4.34,11.43,11.43,5.28,5.28,9,9,10.21,10.21,8.81,8.81
"Bcl11b",63.35,63.35,44.12,65.92,16.19,32.38,129.75,129.75,129.75,46.36,46.36,46.36,153.88,153.88,153.88,67.85,67.85,67.85,64.35,46.36,9.81,87.54,65.85,17.63,80.15,74.66,74.66,80.15,90.66,63.35,81.19,63.35,204.5,204.5,145.8,145.8,166.39,166.39,175.81,175.81,152.27,152.27
"Mlx",45.42,45.42,39.04,78.7,0,99.84,61.15,61.15,61.15,68,68,68,64.53,64.53,64.53,62.03,62.03,62.03,62.34,47.31,9.86,70.38,59.24,20.7,116.96,99.67,99.67,116.96,65.62,80.13,99.55,80.13,98.48,98.48,89.38,89.38,94.19,94.19,110.71,110.71,114.54,114.54
"Jund",177.8,177.8,81.55,4.04,61.6,8.92,184.82,184.82,184.82,2.77,2.77,2.77,160.36,160.36,160.36,2.43,2.43,2.43,70.58,1.45,17,77.23,4.51,19.32,2.9,9.59,9.59,2.9,54.05,59.92,87.49,59.92,79.4,79.4,59.42,59.42,134.84,134.84,154.42,154.42,111.72,111.72
"Hoxa3",0,0,0.13,0,0,0,1.06,1.06,1.06,0,0,0,0,0,0,0,0,0,0,0.22,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp768",0,0,0.08,0,0,0,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0.35,0,0,0.22,0,0,0,0,0,0,0.08,0,0,0,0.15,0.15,0,0,0.09,0.09,0.24,0.24,0.5,0.5
"E2f2",5.16,5.16,3.36,0.2,3.03,4.91,28.79,28.79,28.79,12.67,12.67,12.67,71.08,71.08,71.08,21.87,21.87,21.87,19.6,0.13,0,39.04,0.88,1.04,5.25,0,0,5.25,8.72,25.12,31.3,25.12,12.02,12.02,33.35,33.35,51.47,51.47,5.07,5.07,6.27,6.27
"Zbtb7b",3.23,3.23,0.52,0,0,0.03,108.11,108.11,108.11,1.43,1.43,1.43,116.64,116.64,116.64,2.5,2.5,2.5,21.82,0.77,3.68,34.18,1.17,0,1.05,0.39,0.39,1.05,30.86,0,1.16,0,1.76,1.76,1.73,1.73,3.79,3.79,0.83,0.83,3.67,3.67
"Tbr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.34,0.34,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zfp513",8.51,8.51,4.37,5.47,16.1,2.06,25.4,25.4,25.4,6.9,6.9,6.9,22.03,22.03,22.03,3.92,3.92,3.92,15.72,0.41,16.87,21.18,3.34,56.5,3.44,3.59,3.59,3.44,23.12,7,10.46,7,27.79,27.79,11.07,11.07,23.69,23.69,24.42,24.42,25.91,25.91
"Sp2",34.76,34.76,22.07,3.97,24.26,19.59,56.94,56.94,56.94,7.75,7.75,7.75,63.67,63.67,63.67,12.58,12.58,12.58,33.82,4.89,14.02,41.36,4.73,19.93,8.57,4.88,4.88,8.57,33.56,32.68,32.29,32.68,57.35,57.35,41.61,41.61,57.7,57.7,36.08,36.08,46.91,46.91
"Gata2",2.24,2.24,0.09,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0.75,0,0,0.18,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04
"Klf2",378.54,378.54,230.22,63.91,16.69,286.56,516.67,516.67,516.67,25.42,25.42,25.42,847.72,847.72,847.72,43.33,43.33,43.33,322.56,23.53,9.2,483.71,47.04,2.85,2.83,4.75,4.75,2.83,44.26,319.33,556.47,319.33,269.61,269.61,1015.89,1015.89,420.25,420.25,107.49,107.49,13.62,13.62
"Hic1",1.41,1.41,0.19,2.38,2.08,0.14,6.67,6.67,6.67,0.25,0.25,0.25,3.03,3.03,3.03,0.73,0.73,0.73,1.53,0.19,0,1.82,0.73,10.85,8.94,19.12,19.12,8.94,17.85,4.16,3.42,4.16,14.67,14.67,3.01,3.01,36.86,36.86,40.09,40.09,101.44,101.44
"Rfx1",36.04,36.04,12.82,7.87,22.49,10.25,61.31,61.31,61.31,8.74,8.74,8.74,45.07,45.07,45.07,7.13,7.13,7.13,37.01,5.83,11.48,42.23,5.73,9.48,3.52,2.78,2.78,3.52,25.31,7.67,17.25,7.67,28.57,28.57,13.28,13.28,28.8,28.8,15.08,15.08,18.81,18.81
"Zbtb14",11.43,11.43,16.08,8.39,4.01,17.76,27.17,27.17,27.17,6.91,6.91,6.91,24.33,24.33,24.33,5.48,5.48,5.48,26.3,1.38,0,35.54,5.34,6.35,5.82,1.25,1.25,5.82,29.95,23.89,37.36,23.89,36.56,36.56,19.48,19.48,24.59,24.59,33.42,33.42,32.84,32.84
"Zfp423",0,0,0,0,0,0,0.02,0.02,0.02,0,0,0,0.03,0.03,0.03,0.26,0.26,0.26,0,0,0,0,0,0,0.11,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hoxb13",0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0.13,0,0,0,0.03,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,0,0,0,0
"Plag1",1.28,1.28,0.46,0.68,0,0.62,1.08,1.08,1.08,0.68,0.68,0.68,3.3,3.3,3.3,0.81,0.81,0.81,1.84,0.04,0,2.7,0.47,0,0.39,0.76,0.76,0.39,2.91,0,0,0,0,0,0,0,0.12,0.12,0,0,0.08,0.08
"Etv4",0,0,0,0,9.65,0,0.09,0.09,0.09,0,0,0,0.09,0.09,0.09,0,0,0,0,0,3.55,0.1,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.04,0.04,0,0,0.05,0.05
"Irf6",4.95,4.95,4.5,2.97,16.16,9.97,0.56,0.56,0.56,0.21,0.21,0.21,0.34,0.34,0.34,0,0,0,1.22,0,17.47,0.5,0.48,6.02,0.12,0.05,0.05,0.12,0.81,1.56,3.2,1.56,2.96,2.96,0.88,0.88,0.7,0.7,0.12,0.12,0.62,0.62
"Hmga2",0,0,0,0,0,0.03,0.02,0.02,0.02,0,0,0,0,0,0,0.31,0.31,0.31,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
