"","Naive_Kaech_Kaech","Naive_Kaech_Chung","Naive_Mackay_Chung","Naive_MilnerAug_Chung","Naive_Renkema_Chung","Naive_Scott_Scott","MP_Kaech_Chung","MP_Kaech_Kaech","MP_Kaech_Scott","MP_MilnerAug_Kaech","MP_MilnerAug_Scott","MP_MilnerAug_Chung","TE_Kaech_Chung","TE_Kaech_Kaech","TE_Kaech_Scott","TE_MilnerAug_Kaech","TE_MilnerAug_Scott","TE_MilnerAug_Chung","TCM_Mackay_Chung","TCM_MilnerAug_Chung","TCM_Renkema_Chung","TEM_Mackay_Chung","TEM_MilnerAug_Chung","TEM_Renkema_Chung","TRM.IEL_Milner17_Milner17","TRM.IEL_MilnerApr_Chung","TRM.IEL_MilnerApr_Milner17","TRM.IEL_Milner17_Chung","TRM.liver_Mackay_Chung","TexProg1_Beltra_Beltra","TexProg2_Beltra_Beltra","TexProg_Beltra_Chung","TexProg_Hudson_Chung","TexProg_Hudson_Beltra","TexInt_Beltra_Beltra","TexInt_Beltra_Chung","TexInt_Hudson_Chung","TexInt_Hudson_Beltra","TexTerm_Beltra_Beltra","TexTerm_Beltra_Chung","TexTerm_Hudson_Chung","TexTerm_Hudson_Beltra"
"Creb3l1",2.26955481806485e-05,2.30616038869033e-05,5.1362792843642e-05,0.000109549676533029,5.17184392009159e-05,0.000210188022176373,9.31550919211325e-05,0.00010872279989611,0.000122500758020374,0.000153045049155633,0.000215403352879663,0.000177173761702523,0.000127504662830078,0.000163339646562086,0.000178642704232074,0.000254243153642686,0.000369819248187042,0.000299118014934934,9.36710141013208e-05,0.000104483987548733,6.57421866788507e-05,8.60088413096403e-05,0.00015368361547429,6.0463378332553e-05,0.000114248132826364,3.08430668912093e-05,5.23046268099432e-05,7.22331789508987e-05,9.51479907385796e-05,8.13430273543527e-05,0.000103192985356641,0.000112429058636813,0.000147164324653802,0.000141071828347773,0.000217589217940186,0.000209797641635327,0.000227062340644733,0.000218295337010971,0.000118292851143334,8.96161845312902e-05,0.000127580978435282,0.000166422468470382
"Hoxa6",1.1807853768049e-05,2.00980470469445e-05,4.14277968658625e-05,2.6572722419517e-05,4.5439189261346e-05,1.81051013282426e-05,1.38950707733349e-05,2.0708384084776e-05,1.78654290752753e-05,2.17939974742778e-05,3.15934836851182e-05,3.81127912890294e-05,1.26967168191088e-05,2.0680166776572e-05,2.39674876064115e-05,1.95711499181083e-05,3.8498173400762e-05,3.59734431684374e-05,1.75966211043198e-05,2.94019777223782e-05,4.88416622644949e-05,1.3738167872112e-05,2.3248363413828e-05,3.27179587375447e-05,1.52594392172737e-05,2.03773359094968e-05,2.17840762561519e-05,2.12212663287337e-05,1.47669773197235e-05,2.15950177703815e-05,1.9435638254343e-05,2.85611948357105e-05,2.23154478353348e-05,2.04361089772678e-05,2.17725089335217e-05,2.47756366876244e-05,2.3640900216959e-05,2.07191426418964e-05,1.69802518214815e-05,2.57081693949736e-05,2.59142286878129e-05,1.63466217231829e-05
"Snai3",0.000679302142108092,0.000712584088727257,0.000833900204805569,0.00183029396784879,0.000112323011387213,0.00137936573300274,0.00115733678312912,0.00123614072678861,0.00105198522021143,0.00216807391676869,0.00174178480482542,0.00211441858464759,0.00061899070573574,0.000846499928229353,0.000563792746794278,0.000989562602540429,0.000832358963993005,0.00120242096027255,0.00110273627111489,0.00275775526182872,0.000134002693048689,0.000655999229740028,0.00118427902655441,7.97909335495217e-05,0.00186880411342786,0.00148320905678249,0.00151816738777407,0.00202713789694102,0.00108595984544955,0.00135504075906849,0.00145554185393834,0.0012524589327289,0.000951772727514405,0.000899617524021716,0.00107926278506143,0.00112689880828452,0.00130153275090962,0.00120443489383732,0.00177991345614373,0.00251419789447164,0.00209164284148312,0.00153471996399033
"Nfatc2",0.000427614920134709,0.000295253921983383,0.000241677322762784,0.000243926384714964,0.000402964091476557,0.000271993343607362,0.0005933808323058,0.000661626555204802,0.000642523021022317,0.000533504888336309,0.000545237053589513,0.000527386609908636,0.000449212521041204,0.000594907995762818,0.000436255919807464,0.00035751676334335,0.000365214167621186,0.000464462904099602,0.000447549574832904,0.000757592105649365,0.000504238667291626,0.000414833094781948,0.000806026500259554,0.00099475508981003,0.000768285453637532,0.000303476346134243,0.0006840509885378,0.000282907332000585,0.000490063495624774,0.000302855751583511,0.000252992623521906,0.000221882361035189,0.000557395791144247,0.000902988250375606,0.000367140074443888,0.000333545146922877,0.00045356567384192,0.000485157100087879,0.000386785132576223,0.000382620949930496,0.000581728732137526,0.000708335419630832
"Tbx19",2.24023299026969e-05,2.74598041614188e-05,4.62392795569399e-05,2.65162377630931e-05,5.90513535045379e-05,0.00014837549262335,2.63037641165095e-05,3.78737360762862e-05,3.1955035375992e-05,4.57295686093126e-05,5.02701526086311e-05,6.29762255782488e-05,2.07459944622151e-05,3.69452794373505e-05,3.42760462559036e-05,3.74238856222822e-05,5.04454028053813e-05,5.78851484442916e-05,2.54886655560118e-05,4.16750624243054e-05,6.46687413372156e-05,2.45858243958897e-05,4.7204518360056e-05,5.46627764820247e-05,4.84566923939105e-05,2.65693857820039e-05,2.43008315668759e-05,2.4241522684394e-05,2.5588127795658e-05,3.72264245098509e-05,3.11132022745718e-05,3.92061356065783e-05,3.27620254477578e-05,3.30185131907374e-05,3.41753537352215e-05,3.49391035233812e-05,3.45478411573284e-05,2.92045272362995e-05,2.75637104261992e-05,3.09922468527684e-05,2.88188263289709e-05,2.71030847730424e-05
"Klf12",0.0021464996751101,0.00208962728839386,0.000640097485508852,0.000530599417632235,0.000667967309758527,0.000579788414330851,0.000616919306832738,0.000530629105544109,0.000555825207464674,0.000596509379095515,0.000538605701693636,0.000498978017436781,0.000775396953797994,0.000657203235011363,0.000686295037172039,0.000600325356933298,0.000528174463262916,0.000504369090658106,0.00096068170966667,0.00183036469405858,0.000664087761608171,0.00126060661789201,0.000617076082108914,0.000724441037330935,0.000559865094581257,0.000620179742466577,0.000610610582897793,0.000569438210474157,0.000845667012023113,0.00083773507669891,0.00157134638719217,0.000774238068129115,0.000512957741959479,0.000514009594778474,0.00114041378201132,0.00122332875929654,0.00230809671906122,0.00212104675276288,0.000328733967603557,0.000395490645688283,0.00197581155238733,0.00163172145471225
"Foxj1",0.000266003684124433,0.000279911785497157,7.06653479337868e-05,9.49985657029874e-05,0.000115233962909544,6.7239984416049e-05,5.09938923255258e-05,6.57647482204422e-05,6.41843940635026e-05,7.34174491240778e-05,8.34133426596223e-05,9.15638825962968e-05,5.06521341346445e-05,6.77514561727702e-05,6.88791883451389e-05,6.03580082494928e-05,7.60679018153094e-05,7.10701335600877e-05,6.76233205280612e-05,0.000197372133105508,9.26358410545008e-05,4.11717031071576e-05,0.000101104876684299,0.000103657570081949,8.01692646668731e-05,5.94637690400408e-05,6.48093391219073e-05,6.7905903341625e-05,4.77609090246758e-05,6.86674282307501e-05,5.91039182248953e-05,6.67257844305039e-05,5.38224273185984e-05,6.07935918534716e-05,7.89914052096104e-05,7.29223480315985e-05,6.38013864815396e-05,5.9981586722854e-05,5.41172686914434e-05,4.54141671978904e-05,4.44264196358265e-05,5.44637977714582e-05
"Ubp1",0.000366954440559219,0.000306545567063163,0.000212235580630379,0.000298830159762276,3.63005754314162e-05,0.000129914365588273,0.000297146081783384,0.000402211084494758,0.00033576416779244,0.000190679665867128,0.000220298868366688,0.000265474217354854,0.00033899597930612,0.000409048128908607,0.000402938484835091,0.00024720901984685,0.00029891571269949,0.000318538632180912,0.000327607159005402,0.000716088276432046,0.000500455962401615,0.000354679227151174,0.000329994675373277,0.000511705057137364,0.000237128655675927,0.000236540556191236,0.000145942797398826,0.000357657559648379,0.000484482467900227,0.00017802573501718,0.000260391410900535,0.000275828956109267,0.0003125884828887,0.00027460459167834,0.000257320156890732,0.000237553867330489,0.000299640131169637,0.000332536270998123,0.000225447351347376,0.000427418854479684,0.000455891340283714,0.000229187790892954
"Tead2",3.11295298037776e-05,2.62789279971539e-05,5.44712172125542e-05,0.000177543555509834,0.00125751454122295,0.000137945282397628,2.98397202723942e-05,4.17421874151488e-05,3.61560135733633e-05,0.00014840354197934,0.000183086094043279,0.000182752342912855,1.80470681554211e-05,3.03283835021822e-05,2.63770558979344e-05,7.37442826117142e-05,0.00011312056906188,0.000138551932780604,0.000131764314148874,0.000139122028188788,0.00148372263310052,0.000373533178399263,0.000214691931960632,0.00145779653979731,0.000102385115267611,9.58889653957383e-05,9.61854107693052e-05,0.000102857403134449,0.000160853015900773,2.80321208118688e-05,2.80417760866725e-05,2.84574096551914e-05,7.29159726967374e-05,7.51700443938927e-05,0.000106537854323029,0.000108471354352681,7.06253315680692e-05,8.56762828634279e-05,2.33475836225635e-05,2.66115127445094e-05,9.59402802607052e-05,8.35382487498916e-05
"Nfe2l1",0.000857830938868551,0.00094945424054721,0.000924560520167367,0.000750185958101336,0.000983729131457433,0.00105542298797042,0.00101641181389426,0.00132136923350262,0.00117830046615352,0.000840990054065997,0.000878708116546144,0.000994139766993077,0.000873781182466781,0.00140918770116019,0.00125613182442658,0.000762511667967197,0.0011360518884322,0.00124654905815867,0.00118924439216212,0.000774545058200898,0.00229163241946825,0.00132089714657526,0.00168180263088087,0.000800572584501351,0.000854779499402539,0.000905210084837075,0.00107453909049311,0.000817455184337936,0.00125275324067697,0.00082806307355764,0.00117738094995618,0.000819552400224587,0.00157738278836698,0.0016880066937384,0.00145906097750931,0.00128469878335399,0.00130999131295911,0.00149214841395891,0.00126116490631887,0.00147779347892227,0.00196047923347964,0.00200217096023115
"E2f7",0.000289450641218555,0.000288965740028052,0.000386221947987708,0.000406309579097361,0.000569196767982125,0.000468471237245862,0.000875319481055447,0.000722308273394107,0.000832311016441264,0.00218673833053382,0.00206122184655987,0.00176360750834388,0.00123520444077102,0.00105862971578563,0.00110857514576021,0.00252564489890042,0.00219827495620062,0.00212575009983602,0.000707492528297025,0.000752895103523718,0.000600410493161058,0.000743282253209908,0.000520668420400914,0.000571803214101299,0.00185421789626015,0.000772022936589047,0.000813351733340189,0.0016919576885024,0.000783228620758461,0.000777212110256453,0.00229094388553395,0.000783355419627258,0.000513129017406776,0.000493117898634666,0.00124509777318914,0.0017418689160619,0.00338958386088933,0.00258508249273842,0.00104904542187175,0.00139961946621337,0.00137581444733673,0.00101687222894615
"Sp7",1.81611441668554e-05,1.95331184741691e-05,2.25410556996733e-05,2.19248953121344e-05,3.62199267059032e-05,2.46131375649029e-05,1.73321669341991e-05,2.43684029610805e-05,2.11786284176443e-05,2.76332060428931e-05,3.75048529671519e-05,3.86075308289572e-05,1.87058281086336e-05,2.14070470208916e-05,1.79843706138487e-05,3.2769860307941e-05,3.08968521314057e-05,3.18830661209128e-05,1.69512825207395e-05,2.79696163994768e-05,3.23335689732195e-05,1.86036343150717e-05,2.91890197880129e-05,4.40297024394654e-05,2.19876764690468e-05,4.20937476717663e-05,2.38006756132123e-05,3.38475197527258e-05,1.15810543230164e-05,2.39380649896863e-05,2.14779700421889e-05,2.89019336542268e-05,2.31127293739634e-05,2.30749430783228e-05,2.1398482473143e-05,1.74729381900883e-05,1.60530974397856e-05,1.920345580192e-05,2.21606496483268e-05,2.07755451856167e-05,2.05733589143688e-05,2.26530798526232e-05
"Pax5",0.00220220680674323,0.0020545541632891,0.000105603129682681,0.000103844630206268,0.00015106484817268,0.000122478599894551,0.000338325143671214,0.000321059876882403,0.000344171914167427,0.00011738776069357,0.000126482566709145,0.000118941180562252,0.000250671546523537,0.00021887731770707,0.000232201173629984,0.000132437533924847,0.000133550930350279,0.000124057138607732,0.00014155832447089,0.000141511270015999,0.000179827311267517,7.73418512217477e-05,0.000122219968408582,0.000198669800618392,0.000105611917796129,0.000100158209401661,0.000122189435963559,0.000105867769137289,0.000328402650671596,0.00023106104125239,6.13673498446077e-05,0.000269450581469401,7.077871242036e-05,5.93466560187263e-05,7.46489205416146e-05,7.56890063488217e-05,0.000106826789062923,0.000101858357879971,6.81978049165394e-05,7.4908427119865e-05,8.27215973538324e-05,7.04389098635232e-05
"Zfp523",0.00152874702442116,0.0018451353017659,0.00089103313034263,0.00111503930494475,0.000240383926312202,0.00082599995327511,0.000850331452361303,0.000869895865411308,0.000904774338574667,0.00139207127822,0.00137226996902023,0.00130715593563509,0.000824697582497017,0.000728200234133862,0.00072518754990542,0.00106082334425843,0.000944028876834764,0.000925923762261301,0.00141443085087384,0.00182683788279608,0.000301881525571409,0.00140180223744007,0.00125225279039721,0.00198436090524106,0.000994095338260538,0.0014225486793596,0.00118443131994944,0.00117705296570756,0.00149603916700755,0.00162570873080034,0.00174504129320104,0.00169567137596074,0.00226264225796854,0.00272273363447797,0.00164865647126866,0.00136546738983762,0.00139362630926189,0.00169936604774452,0.0016835636781313,0.00202948803042693,0.00230329516814555,0.0019597319144868
"Sox11",3.59723221490399e-05,2.62610513131636e-05,3.13905301558074e-05,4.35887333760681e-05,4.81691879962866e-05,4.41451371251421e-05,2.59455345198481e-05,3.09080144413465e-05,3.19226772323975e-05,4.37322593836015e-05,5.64613725344383e-05,5.27923238156308e-05,3.05402058704878e-05,2.71329203239636e-05,3.18286463277061e-05,5.16190096751732e-05,5.78790377707925e-05,4.36837347546947e-05,1.85993895702315e-05,3.60154783376116e-05,3.37082122694392e-05,1.79165995652471e-05,4.21279844535046e-05,6.6199588845072e-05,4.80198712191768e-05,4.48666654600832e-05,5.40734344859582e-05,5.17152598311447e-05,1.59591436682902e-05,4.86916340683139e-05,3.32837360607001e-05,3.81173689141545e-05,2.97586031985433e-05,3.21167447219058e-05,3.64597991503334e-05,3.13249977636706e-05,2.8378866387784e-05,2.91429155109374e-05,2.93543993403292e-05,1.71694507227766e-05,1.73072455852575e-05,2.76807782241557e-05
"Patz1",0.0084280233900889,0.0081911776655569,0.00741077135687618,0.00816697283642752,0.0131988465928845,0.00918952729328962,0.00690116856183027,0.0057313974287352,0.00631464777703187,0.00725233255465492,0.00641038917466577,0.00572353242941552,0.00658693516799903,0.00559757592427816,0.00592394428313899,0.00801626239184578,0.00716264032286076,0.00672718094220475,0.0063049943893458,0.00889489399955663,0.00987475018216037,0.00517852862934533,0.00627562610191816,0.00762186355341462,0.00593565868477156,0.00683147028597187,0.00729678677703962,0.00539356190644477,0.00659804429557755,0.00722280186255648,0.00587507532833881,0.00742410194877034,0.00735129775767563,0.00710292789211013,0.00455982136704728,0.0055195035679872,0.00674021912723242,0.00559110616743967,0.0063396015498419,0.00789090637119158,0.00822448169541392,0.00672366544579698
"Egr2",0.00302007194018901,0.00293543782554683,0.00389640475025603,0.00412902009535981,0.00664176881463945,0.00407641786723641,0.00121565573162493,0.00110513432754266,0.0012246483841716,0.00252093663067365,0.00249776537751198,0.0022607022978365,0.00115092798157048,0.00110475757231144,0.00112817625668219,0.00112536610422419,0.00106848464952871,0.0010428561376462,0.00115917234413341,0.000821481624676431,0.00718981354955649,0.00102739004781551,0.0010116507231036,0.00750111871939918,0.00924209497429444,0.00934518692762946,0.0094716959065267,0.00871044957364385,0.00264216057172117,0.00398321431030856,0.0053138543545657,0.00433941228964385,0.00797944381926214,0.00760346429347151,0.000380177777819151,0.000417514430203227,0.00464678685008229,0.00410666314898027,0.00284057953627688,0.00379303245050879,0.00547310582043014,0.00409063711987344
"Hmx1",1.14257992423443e-05,1.04780489739532e-05,1.11989378762957e-05,1.0490375848764e-05,1.31769791738207e-05,1.76232496082926e-05,1.63986260759528e-05,2.04985527326648e-05,1.32265348637953e-05,2.77896836406274e-05,2.28628431717782e-05,3.30956451566703e-05,1.39206383923948e-05,1.97076073170905e-05,1.59646891609961e-05,2.2744471611997e-05,2.66452177244798e-05,3.06189238281756e-05,1.10773970661656e-05,1.85760147782198e-05,2.41659518544183e-05,1.60473815744629e-05,1.83401122946994e-05,1.47068782601102e-05,3.23051143274772e-05,2.64487996726391e-05,3.61093166635466e-05,2.35136597229921e-05,2.26596390038019e-05,1.6794573969515e-05,2.97744510899388e-05,2.08784397049838e-05,1.62407734479403e-05,1.27428481735253e-05,2.3511167593821e-05,1.94273140653209e-05,1.71741480686179e-05,2.13625886543724e-05,2.17679053014177e-05,2.00450562417237e-05,1.92235040052809e-05,1.97282037806104e-05
"Klf7",0.00356036874392262,0.00336231047038746,0.00388799167050671,0.00533067652646158,0.0018422816998889,0.00415745800635427,0.0036517090849539,0.00292790501326489,0.00320899705056382,0.00540924318599608,0.00478275134788772,0.00421652815516885,0.00415759017849209,0.00329962962503255,0.00350114653981208,0.00406769520565723,0.00346389692352846,0.00322807490658779,0.00283067837625116,0.00663892623242323,0.00188573573438838,0.00276433412774631,0.0056569746886045,0.0114831228038315,0.00427261175768892,0.00647189846834074,0.0065269579063152,0.00424983158042657,0.00287231584036187,0.00291591066686386,0.002875457989181,0.00268820035414821,0.00260940244878247,0.00266838124101614,0.00204255147447066,0.00218925752289328,0.00200531893716487,0.00186499712282171,0.00114536543870425,0.0014187528576505,0.00218352912462107,0.00177240705928677
"Stat5a",0.000770297456638699,0.000804088302032242,0.000925758397448321,0.00100584637290359,0.00113103035475109,0.00127522755848156,0.000756718764643879,0.000840023418389342,0.000874192782325809,0.000919800252854933,0.00104159346502863,0.00102559784590842,0.000767485674238224,0.00106565899257161,0.000965212261976009,0.000918572543821566,0.00121424385759781,0.00141341143686852,0.000877919595495875,0.000902086441203931,0.00235740434810944,0.00109733330016284,0.00139277108333617,0.00112739674370084,0.00133078606840631,0.000937557798812061,0.00117025549357943,0.00102502325704714,0.000977399357477622,0.000902802445089766,0.00121146930881938,0.00110204662105321,0.00131409562188297,0.00174030067032564,0.00130007031825033,0.0010492765414808,0.000887420007198527,0.00108222668310623,0.000683659676015511,0.000495026154203406,0.000493989191056867,0.000709815860447671
