,Naive_Kaech_Kaech,Naive_Kaech_Chung,Naive_Mackay_Chung,Naive_MilnerAug_Chung,Naive_Renkema_Chung,Naive_Scott_Scott,MP_Kaech_Chung,MP_Kaech_Kaech,MP_Kaech_Scott,MP_MilnerAug_Kaech,MP_MilnerAug_Scott,MP_MilnerAug_Chung,TE_Kaech_Chung,TE_Kaech_Kaech,TE_Kaech_Scott,TE_MilnerAug_Kaech,TE_MilnerAug_Scott,TE_MilnerAug_Chung,TCM_Mackay_Chung,TCM_MilnerAug_Chung,TCM_Renkema_Chung,TEM_Mackay_Chung,TEM_MilnerAug_Chung,TEM_Renkema_Chung,TRM.IEL_Milner17_Milner17,TRM.IEL_MilnerApr_Chung,TRM.IEL_MilnerApr_Milner17,TRM.IEL_Milner17_Chung,TRM.liver_Mackay_Chung,TexProg1_Beltra_Beltra,TexProg2_Beltra_Beltra,TexProg_Beltra_Chung,TexProg_Hudson_Chung,TexProg_Hudson_Beltra,TexInt_Beltra_Beltra,TexInt_Beltra_Chung,TexInt_Hudson_Chung,TexInt_Hudson_Beltra,TexTerm_Beltra_Beltra,TexTerm_Beltra_Chung,TexTerm_Hudson_Chung,TexTerm_Hudson_Beltra
1700124L16Rik,0,0,0.13,0,0,0,1.42,1.42,1.42,0,0,0,1.05,1.05,1.05,3.6,3.6,3.6,0.48,0.23,0,0.5,0,0,0,1.46,1.46,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11
Gm7861,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcbp1,274.81,274.81,156.23,39.5,42.17,61.25,214.75,214.75,214.75,27.79,27.79,27.79,202.71,202.71,202.71,22.5,22.5,22.5,137.79,20.89,13.94,132.89,16.07,8.65,26.6,25.22,25.22,26.6,123.01,177.49,240.98,177.49,211.22,211.22,132.57,132.57,256.56,256.56,144.53,144.53,174.32,174.32
Vars,98.48,98.48,78.25,46.42,10.99,153.18,134,134,134,35.92,35.92,35.92,58.45,58.45,58.45,26.46,26.46,26.46,115.33,55.98,0,76.12,28.89,2.45,24.24,38.31,38.31,24.24,123.23,134.25,158.97,134.25,267.23,267.23,51.07,51.07,220.31,220.31,132.11,132.11,173.32,173.32
RP23-348H21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crlf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.61,0,0,0,0.49,0,0.34,0.34,0,0,0.34,0.34,0,0,0,0
Zbtb26,10.25,10.25,1.9,4.17,0,1.12,6.66,6.66,6.66,1.75,1.75,1.75,7.07,7.07,7.07,2.9,2.9,2.9,7.79,1.24,0,9.93,1.88,2.79,1.01,1.08,1.08,1.01,11.72,1.06,1.08,1.06,3.32,3.32,0.84,0.84,1.65,1.65,0.46,0.46,3.03,3.03
Tmprss5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bnip3,4.35,4.35,3.6,3.26,0,12.66,1.91,1.91,1.91,0,0,0,0.96,0.96,0.96,0.36,0.36,0.36,3.34,0.66,0,3.26,4.01,0,0.6,2.64,2.64,0.6,6.1,7.12,10.8,7.12,5.17,5.17,2.99,2.99,4.65,4.65,6.82,6.82,6.73,6.73
Gm11794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccrn4l,7.85,7.85,4.2,4.75,12.57,7.87,10.79,10.79,10.79,3.78,3.78,3.78,8.78,8.78,8.78,2.37,2.37,2.37,9.35,1.68,8.72,10.78,0.8,18.47,11.39,2.41,2.41,11.39,15.8,5.88,3.98,5.88,5.96,5.96,4.55,4.55,10.6,10.6,8.64,8.64,11.91,11.91
Gm24840,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,2.24,0,0,0,0,0,0,0,0
Sall2,0.72,0.72,1.99,0.1,21.04,1.07,0.62,0.62,0.62,0.41,0.41,0.41,1.54,1.54,1.54,0,0,0,1.03,0.04,9.21,1.19,0.06,9.27,0.2,0.2,0.2,0.2,2.25,0.82,0.57,0.82,5.63,5.63,1.07,1.07,1.42,1.42,0.41,0.41,0.83,0.83
RP24-134A5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Esm1,0.09,0.09,0.02,0,0,0.06,16.73,16.73,16.73,5.32,5.32,5.32,92.27,92.27,92.27,51.94,51.94,51.94,12.67,0.22,0,43.87,2.27,0,27.31,3.81,3.81,27.31,8.23,2.86,2.9,2.86,7.16,7.16,16.94,16.94,16.37,16.37,3.09,3.09,4.5,4.5
Vps54,35.39,35.39,15.92,10.6,56.75,2.62,100.65,100.65,100.65,12.66,12.66,12.66,70.44,70.44,70.44,12.8,12.8,12.8,72.72,2.77,24.34,92.68,3.63,12.93,29.16,8.39,8.39,29.16,126.9,22.57,27.37,22.57,63.23,63.23,29.02,29.02,64.64,64.64,58.03,58.03,116.68,116.68
Sec61b,224.21,224.21,224.12,255.1,0,239.73,240.46,240.46,240.46,512.24,512.24,512.24,261.24,261.24,261.24,603.96,603.96,603.96,191.18,362.17,20.41,177.83,369.88,0,455.27,351.71,351.71,455.27,160.83,239.12,283.97,239.12,216.64,216.64,388.34,388.34,286.16,286.16,213.14,213.14,254.28,254.28
Nup54,22.95,22.95,16.65,17.44,0,30.88,34.29,34.29,34.29,16.77,16.77,16.77,36.52,36.52,36.52,22.67,22.67,22.67,29.58,9.09,14.09,37.01,10.12,6.55,14.63,11.02,11.02,14.63,38.77,25.79,37.95,25.79,34.09,34.09,37.29,37.29,38.54,38.54,39.38,39.38,30.11,30.11
Rps6ka5,4.67,4.67,2.21,0.85,0,2.63,6,6,6,2.45,2.45,2.45,6.74,6.74,6.74,3.36,3.36,3.36,5.39,0.39,0,5.6,0.19,1.12,0.86,0.28,0.28,0.86,5.38,3.11,6.88,3.11,6.62,6.62,4.1,4.1,3.99,3.99,3.25,3.25,1.73,1.73
Slc10a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05
Hspa4l,12.56,12.56,3.04,2.94,0,6.2,13.7,13.7,13.7,5.59,5.59,5.59,17.22,17.22,17.22,15.09,15.09,15.09,13.22,2.19,0,22.54,4,1.85,10.7,7.86,7.86,10.7,23.72,15.05,42.91,15.05,33.79,33.79,21.15,21.15,36.41,36.41,45.18,45.18,33.85,33.85
Gm11581,0,0,0,0,0,0,0.11,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hes6,29.33,29.33,20.11,31.92,0,69.81,48.81,48.81,48.81,49.83,49.83,49.83,54.45,54.45,54.45,44.56,44.56,44.56,41.08,24.18,0,43.64,22.08,3.42,48.01,24.71,24.71,48.01,38.56,69.91,90.55,69.91,76.07,76.07,54.05,54.05,101.41,101.41,113.85,113.85,74.96,74.96
4930556J24Rik,0,0,0.12,0.47,6.74,0,0,0,0,0,0,0,0,0,0,0.57,0.57,0.57,0.32,0.2,0,0.65,0.27,4.6,0,0.19,0.19,0,0.08,0.53,0,0.53,0.19,0.19,0.53,0.53,0.19,0.19,0,0,0.2,0.2
Gm12319,0,0,2.04,0,0,1.92,4.37,4.37,4.37,0,0,0,3.5,3.5,3.5,0,0,0,16.84,0,90.62,12.55,0,0,0,0,0,0,10.34,0,0,0,1.23,1.23,0,0,3.46,3.46,0,0,5.89,5.89
Gm6695,0,0,0,0,0,0.32,0,0,0,0.31,0.31,0.31,0,0,0,0.31,0.31,0.31,0,0,0,0,0,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prickle2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
Mtl5,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0.45,0.45,0,0,0,0.67,0,0,0,0,0,0.05,0.05,0,0,0.15,0.15
Qtrt1,15.12,15.12,12.58,32.4,0,56.43,18.18,18.18,18.18,23.06,23.06,23.06,12.68,12.68,12.68,16.15,16.15,16.15,21.81,22.16,0,17.69,31.82,0,5.56,16.04,16.04,5.56,11.43,31.15,51.62,31.15,24.85,24.85,21.98,21.98,19.61,19.61,22.54,22.54,9.49,9.49
0610040B10Rik,0,0,1.48,4.33,0,1.79,0.87,0.87,0.87,4.11,4.11,4.11,1.78,1.78,1.78,5.45,5.45,5.45,1.87,0.28,0,1.63,0.37,0,4.12,3.34,3.34,4.12,0.71,4.11,0.49,4.11,2.95,2.95,6.07,6.07,0.63,0.63,0.35,0.35,1.18,1.18
Ccnb2-ps,0,0,3.44,0.43,36.07,0.42,0.4,0.4,0.4,0.4,0.4,0.4,0.44,0.44,0.44,0.65,0.65,0.65,5.54,1.13,16.74,6.86,2.67,26.92,0.44,0.93,0.93,0.44,10.42,1.7,0,1.7,1.94,1.94,0,0,0.6,0.6,0.23,0.23,0.4,0.4
Prkar1a,197.56,197.56,184.32,159.02,51.12,488.02,285.22,285.22,285.22,215.42,215.42,215.42,299.72,299.72,299.72,264.41,264.41,264.41,222.32,82.62,57.46,270.55,90.91,35.01,277.68,144.16,144.16,277.68,319.74,349.63,455.23,349.63,399.19,399.19,432.34,432.34,427.45,427.45,454.4,454.4,442.23,442.23
RP23-263B18.4,341.56,341.56,2197.03,3441.92,0,505.38,146.19,146.19,146.19,3203.27,3203.27,3203.27,128.74,128.74,128.74,1948.66,1948.66,1948.66,1068.06,3459.36,40.46,576.35,2214.76,0,2222.3,2037.2,2037.2,2222.3,685.77,133.24,204.02,133.24,132.29,132.29,198.44,198.44,83.12,83.12,135.66,135.66,69.16,69.16
C630050I24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0
2010012O05Rik,1.36,1.36,2.3,2.31,0,8.49,8.69,8.69,8.69,16.83,16.83,16.83,43.62,43.62,43.62,34.88,34.88,34.88,15.26,3.83,0,34.63,9.95,0,4.21,1.58,1.58,4.21,4.77,4.72,4.86,4.72,7.04,7.04,18.54,18.54,10.9,10.9,2.22,2.22,2.92,2.92
Rpsa-ps2,2.45,2.45,2.87,8.7,0,0.94,1.94,1.94,1.94,3.39,3.39,3.39,0.51,0.51,0.51,7.11,7.11,7.11,1.2,4.01,0,1.03,8.56,0,0.61,1.94,1.94,0.61,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecm1,1.88,1.88,2.5,2.05,0,8.34,6.43,6.43,6.43,1.56,1.56,1.56,2.68,2.68,2.68,1.31,1.31,1.31,5.4,2.07,0,4.31,3.61,0,8.54,3.43,3.43,8.54,6.06,1.18,0,1.18,0.88,0.88,0.3,0.3,0.55,0.55,0,0,0.7,0.7
Fgd3,34.16,34.16,24.69,5.82,15.13,11.28,42.55,42.55,42.55,3.25,3.25,3.25,44.48,44.48,44.48,4.85,4.85,4.85,42.52,6.05,3.12,53.97,7.43,3.87,6.93,15.53,15.53,6.93,61.38,6.92,10.71,6.92,16.33,16.33,12.37,12.37,16.7,16.7,16.33,16.33,23.25,23.25
Pgm2,11.88,11.88,17.75,11.51,9.5,29.85,20.52,20.52,20.52,25.47,25.47,25.47,17.49,17.49,17.49,15.1,15.1,15.1,24.2,11.57,10.48,24.08,14.74,0,19.91,18.32,18.32,19.91,31.88,69.04,70.86,69.04,73.19,73.19,59.18,59.18,49.27,49.27,56.94,56.94,52.15,52.15
Arvcf,0,0,0.25,0.18,11.36,1.2,0.8,0.8,0.8,0,0,0,0.92,0.92,0.92,0,0,0,0.41,0.08,18.11,0.79,0,3.17,0.34,0.31,0.31,0.34,1.31,0.72,1.45,0.72,1.5,1.5,3.21,3.21,0.57,0.57,2.59,2.59,0.79,0.79
Dus2,9.05,9.05,6.25,11.57,0,15.36,47.27,47.27,47.27,28.11,28.11,28.11,43.66,43.66,43.66,21.01,21.01,21.01,28.35,18.69,0,36.86,20.79,0,13.75,28.19,28.19,13.75,34.28,24.75,38.34,24.75,38.26,38.26,32.57,32.57,45.43,45.43,51.69,51.69,59.61,59.61
Gm25821,0,0,0,0,0,5.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,5.99,5.99,0,0,13.11,13.11
1700066B19Rik,0,0,0.58,0.59,0,1.68,0.55,0.55,0.55,1.31,1.31,1.31,0.31,0.31,0.31,0.95,0.95,0.95,0.42,2.13,0,0.45,0.82,3.28,0.6,0.17,0.17,0.6,0.36,1.11,3.24,1.11,2.23,2.23,1.08,1.08,1.66,1.66,0,0,1.57,1.57
Lypd1,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.71,1.35,1.92,1.92,0,0,0.79,0.79,1.12,1.12,5.03,5.03
Gm10292,0,0,0,0,0,0,0,0,0,0.98,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AW121686,0,0,0,0,6.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm3883,0,0,0.03,0,0,0,0.12,0.12,0.12,0,0,0,0,0,0,0.24,0.24,0.24,0,0,0,0.05,0,0,0,0,0,0,0.03,0,0,0,0.36,0.36,0.16,0.16,0.05,0.05,0,0,0.19,0.19
Fam179a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.13,0.13,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm572,0,0,0.1,0,0,0,0,0,0,0,0,0,0.05,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spdl1,1.68,1.68,0.79,0.59,0,2,1.63,1.63,1.63,2.57,2.57,2.57,2.12,2.12,2.12,5.41,5.41,5.41,0.79,0.44,0,0.48,0,0,1.79,0.51,0.51,1.79,3.37,4.62,10,4.62,1.99,1.99,3.28,3.28,11.67,11.67,1.47,1.47,3.7,3.7
Gm27867,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm38012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07
Ndufb3,56.17,56.17,70.95,67.8,12.22,109.63,59.04,59.04,59.04,135.44,135.44,135.44,63.37,63.37,63.37,115.72,115.72,115.72,69.51,66.97,0,69.43,67.11,0,95.51,70.76,70.76,95.51,69.99,82.86,130.01,82.86,102.8,102.8,121.44,121.44,102.66,102.66,96.18,96.18,111.75,111.75
RP24-183E22.2,0,0,0.25,0,66.16,5.15,2.15,2.15,2.15,1.74,1.74,1.74,0.3,0.3,0.3,1.67,1.67,1.67,0.39,1.55,53.74,0.31,0.68,22.34,5.36,1.51,1.51,5.36,1.2,5.36,0,5.36,1.5,1.5,4.78,4.78,1.15,1.15,0,0,0.84,0.84
Asb4,0,0,0,0,0,0,0.06,0.06,0.06,0,0,0,0.06,0.06,0.06,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.15,0,0.15,0,0,0,0,0.09,0.09,0,0,0,0
Atp10d,24.14,24.14,20.23,23.73,0,23.16,32.86,32.86,32.86,25.2,25.2,25.2,46.22,46.22,46.22,37.29,37.29,37.29,52.16,20.54,1.3,78.56,46.42,0.8,34.63,29.62,29.62,34.63,59.31,16.84,34.53,16.84,37.95,37.95,54.98,54.98,35.42,35.42,71.6,71.6,31.22,31.22
Dbil5,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,1.87,1.87,1.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.44,0,0,0.45,0.45
Dhx15,134.21,134.21,101.93,90.81,14.62,113.18,198.27,198.27,198.27,70.56,70.56,70.56,182.75,182.75,182.75,81.12,81.12,81.12,198.87,11.98,6.46,235.42,11.24,22.52,83.46,14.5,14.5,83.46,246.42,74.7,95.18,74.7,128.01,128.01,88.06,88.06,114.65,114.65,85.51,85.51,118.7,118.7
Tnfrsf21,6.06,6.06,0.25,0.92,2.01,0.17,1.38,1.38,1.38,0,0,0,0.5,0.5,0.5,0,0,0,1.65,0,0,0.7,0,0,0.26,0,0,0.26,0.51,0.96,0,0.96,0.27,0.27,0.43,0.43,0.87,0.87,1.25,1.25,0.8,0.8
Plau,0,0,0,0,0,0,0.51,0.51,0.51,0,0,0,0.34,0.34,0.34,0,0,0,0.21,0,0,0.48,0,0,0.21,0.27,0.27,0.21,0.31,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0
Fgfr1,6.51,6.51,0.26,0.17,0,0.34,0.24,0.24,0.24,0.73,0.73,0.73,0.02,0.02,0.02,0.26,0.26,0.26,0.49,0,0,0.51,0,0,0.69,0.46,0.46,0.69,0.47,0,0,0,0.3,0.3,0.18,0.18,0.04,0.04,0,0,0,0
Faap24,11.98,11.98,9.94,9.45,0,25.98,14.19,14.19,14.19,12.42,12.42,12.42,12.69,12.69,12.69,14.4,14.4,14.4,12.81,9.62,0,13.23,9.65,0,7.73,6.87,6.87,7.73,14.04,37.68,46.44,37.68,35.42,35.42,31.92,31.92,28.23,28.23,34.43,34.43,23.37,23.37
R3hcc1l,41.03,41.03,7.5,16.33,3.51,18.08,28.69,28.69,28.69,17.25,17.25,17.25,26.35,26.35,26.35,12.52,12.52,12.52,25.36,7.59,0,26.7,5.67,0,6.43,5.3,5.3,6.43,26.94,29.68,34.36,29.68,24.09,24.09,31.3,31.3,20.33,20.33,41.04,41.04,24.59,24.59
Cdc73,15.04,15.04,11.2,5.48,1.81,3.91,17.62,17.62,17.62,5.25,5.25,5.25,16.4,16.4,16.4,4.36,4.36,4.36,22.77,0.73,1.34,26.17,0.66,1.24,5.84,1.07,1.07,5.84,42.43,7.71,9.3,7.71,33.9,33.9,7.83,7.83,27.97,27.97,9.66,9.66,39.48,39.48
Fam228b,0,0,0.11,0,0,0.08,0.07,0.07,0.07,0,0,0,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0,0,0.19,0,0,0.85,0.07,0.07,0.85,0.09,0,0,0,0,0,0,0,0.07,0.07,0,0,0,0
Sema4d,141.65,141.65,88.65,58.88,9.65,132.97,288.69,288.69,288.69,126.71,126.71,126.71,279.95,279.95,279.95,132.84,132.84,132.84,141.98,34.13,23.07,172.94,45.27,19.46,120.38,49.53,49.53,120.38,176.21,89.32,172.04,89.32,195.45,195.45,215.9,215.9,274.98,274.98,215.57,215.57,224.48,224.48
Col2a1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0.03,0,0,0.02,0,0,0,0,0,0,0.05,0,0,0,0.02,0.02,0,0,0,0,0,0,0.09,0.09
Ly6i,3.46,3.46,0.66,0.5,0,0,2.07,2.07,2.07,1.78,1.78,1.78,1.92,1.92,1.92,3.66,3.66,3.66,0.52,0,39.45,0.36,1.16,14.7,1.35,0,0,1.35,0.9,1.71,0,1.71,0.55,0.55,4.73,4.73,1.14,1.14,0.55,0.55,0.31,0.31
Rims3,1.73,1.73,1.22,0.28,0,0.5,1.55,1.55,1.55,0.13,0.13,0.13,1.82,1.82,1.82,0.17,0.17,0.17,2.33,0.19,0,2.16,0.27,0.76,0.67,0.03,0.03,0.67,1.12,0.15,0.94,0.15,1.35,1.35,0.57,0.57,1.54,1.54,0.59,0.59,1.14,1.14
Lsm2,61.8,61.8,31.5,40.1,0,66.53,43.1,43.1,43.1,24.56,24.56,24.56,30.84,30.84,30.84,41.14,41.14,41.14,31.45,37.83,0,30.84,40.68,10.27,24.78,46.72,46.72,24.78,31.5,32.1,37.1,32.1,55.1,55.1,22.1,22.1,82.81,82.81,33.79,33.79,47.29,47.29
Tespa1,47.74,47.74,24.67,50.1,18.41,58.64,52.86,52.86,52.86,27.48,27.48,27.48,30.16,30.16,30.16,9.36,9.36,9.36,81.32,32.72,10.13,99.42,50.3,6.29,27.29,30.05,30.05,27.29,63.29,54.51,66.92,54.51,99.31,99.31,15.99,15.99,9.98,9.98,29.04,29.04,6.92,6.92
Arrb1,15.17,15.17,17.5,3.78,0,5.04,8.4,8.4,8.4,1.04,1.04,1.04,13.67,13.67,13.67,3.11,3.11,3.11,13.51,5.65,5.7,17.2,2.82,1.34,0.13,3.38,3.38,0.13,27.18,1.99,4.31,1.99,6.33,6.33,7.86,7.86,3.5,3.5,3.71,3.71,3.29,3.29
Gm20422,0,0,0.65,8.99,0,0,0,0,0,1.1,1.1,1.1,0,0,0,0,0,0,1.16,2.17,0,2.6,1.78,0,0,0.3,0.3,0,0,0,2.96,0,0.53,0.53,2.06,2.06,0.82,0.82,5.06,5.06,0.44,0.44
Ighv1-2,0,0,0,0,38.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gucy2d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdh7,0,0,0,0,0,0,0,0,0,0.12,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sept11,42.45,42.45,18.11,21.87,25.67,14.31,115.53,115.53,115.53,32.21,32.21,32.21,209.97,209.97,209.97,78.22,78.22,78.22,77.42,18.8,32.08,142.32,28.22,21.82,28.84,11.39,11.39,28.84,65.76,45.16,102.46,45.16,44.49,44.49,148.57,148.57,176.95,176.95,80.32,80.32,118.94,118.94
Ubr5,34.44,34.44,16.8,2.81,4.3,1.92,52.71,52.71,52.71,4.36,4.36,4.36,49.39,49.39,49.39,3.37,3.37,3.37,44.72,1.22,4.76,55.32,1.97,1.47,7.52,2.34,2.34,7.52,63.39,7.86,11.28,7.86,40.97,40.97,11.41,11.41,24.52,24.52,14.62,14.62,29.92,29.92
Gm13150,0,0,0.32,0.23,0,0.11,0.1,0.1,0.1,0.66,0.66,0.66,0.04,0.04,0.04,0,0,0,0.43,0,0,0.22,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0.13,0.13,0,0,0.19,0.19
Xrn2,101.21,101.21,103.55,90.99,19.74,231.99,241.83,241.83,241.83,130.29,130.29,130.29,249.51,249.51,249.51,154.3,154.3,154.3,190.17,31.11,18.78,231.44,27.15,7.28,66.32,15.98,15.98,66.32,129.57,132.24,173.04,132.24,144.07,144.07,173.6,173.6,115.19,115.19,75.66,75.66,81.85,81.85
Gm13648,1.93,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.16,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zswim8,13.65,13.65,8.7,3.47,2.34,0.55,47.43,47.43,47.43,5.3,5.3,5.3,46.27,46.27,46.27,4.55,4.55,4.55,31.72,3.21,1.29,45.84,4.96,3.21,5.42,7.28,7.28,5.42,58.21,0.79,2.77,0.79,25.93,25.93,5.49,5.49,20.38,20.38,6.2,6.2,24.69,24.69
Trmt2a,39.15,39.15,14.52,32.97,67.74,55.4,44.12,44.12,44.12,44.43,44.43,44.43,37.12,37.12,37.12,39.11,39.11,39.11,56.02,28.86,153.08,59.89,25.86,43.18,20.41,56.01,56.01,20.41,48.42,57.35,67.74,57.35,73.44,73.44,44.15,44.15,80.81,80.81,62.03,62.03,63.71,63.71
Cyp39a1,1.21,1.21,0.86,0.32,0,2.71,0.43,0.43,0.43,0.29,0.29,0.29,0.32,0.32,0.32,0.28,0.28,0.28,1.08,0.21,0,1.46,0.38,0,0,0,0,0,0.29,0,0.47,0,0.07,0.07,0.35,0.35,0.67,0.67,0,0,0.07,0.07
Gm8217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm17477,0,0,0.28,3.42,25.98,0.24,0,0,0,2.32,2.32,2.32,0,0,0,1.14,1.14,1.14,1.04,0.34,25.49,1.4,0.23,9.88,0.96,0.16,0.16,0.96,1.14,0,0,0,0.3,0.3,0.21,0.21,0.12,0.12,0.4,0.4,0.35,0.35
Zfp958,8.72,8.72,6.76,24.95,0,12.87,14.05,14.05,14.05,12.94,12.94,12.94,14.32,14.32,14.32,20.73,20.73,20.73,18.01,2.2,0,19.67,4.56,0,20.47,4.1,4.1,20.47,21.64,11.62,11.36,11.62,21.08,21.08,11.22,11.22,13.55,13.55,7.75,7.75,17.5,17.5
D630002J18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rrm1,13.09,13.09,12.83,6.71,7.24,37.32,21.73,21.73,21.73,23.23,23.23,23.23,21.96,21.96,21.96,48.17,48.17,48.17,17.69,3.58,2,21.28,4.72,4.96,38.66,8.63,8.63,38.66,32.79,71.88,179.01,71.88,37.38,37.38,70.6,70.6,130.35,130.35,52.12,52.12,58.48,58.48
4931428L18Rik,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc25,16.44,16.44,16.1,15.5,0,29.81,32.44,32.44,32.44,23.81,23.81,23.81,35.23,35.23,35.23,36.25,36.25,36.25,25.23,10.08,0,33.51,9.03,0,29.35,15.11,15.11,29.35,38.18,25.36,34.77,25.36,33.48,33.48,34.08,34.08,46.4,46.4,29.07,29.07,37.73,37.73
Bcor,33.55,33.55,17.13,7.88,3.49,5.76,34.09,34.09,34.09,2.62,2.62,2.62,29.65,29.65,29.65,3.39,3.39,3.39,26.55,3.74,5.94,30.67,2.85,6.54,4.99,5.08,5.08,4.99,44,4.79,8.25,4.79,39.11,39.11,6.52,6.52,24.97,24.97,17.99,17.99,35.81,35.81
Rpl39l,0,0,1.45,1.61,0,0.24,0.64,0.64,0.64,3.31,3.31,3.31,0.31,0.31,0.31,0,0,0,2.83,0.62,0,2.51,4.74,0,1.67,0,0,1.67,3.23,0,3.06,0,4.44,4.44,0,0,0.44,0.44,1.91,1.91,1.07,1.07
