,Naive_Kaech_Kaech,Naive_Kaech_Chung,Naive_Mackay_Chung,Naive_MilnerAug_Chung,Naive_Renkema_Chung,Naive_Scott_Scott,MP_Kaech_Chung,MP_Kaech_Kaech,MP_Kaech_Scott,MP_MilnerAug_Kaech,MP_MilnerAug_Scott,MP_MilnerAug_Chung,TE_Kaech_Chung,TE_Kaech_Kaech,TE_Kaech_Scott,TE_MilnerAug_Kaech,TE_MilnerAug_Scott,TE_MilnerAug_Chung,TCM_Mackay_Chung,TCM_MilnerAug_Chung,TCM_Renkema_Chung,TEM_Mackay_Chung,TEM_MilnerAug_Chung,TEM_Renkema_Chung,TRM.IEL_Milner17_Milner17,TRM.IEL_MilnerApr_Chung,TRM.IEL_MilnerApr_Milner17,TRM.IEL_Milner17_Chung,TRM.liver_Mackay_Chung,TexProg1_Beltra_Beltra,TexProg2_Beltra_Beltra,TexProg_Beltra_Chung,TexProg_Hudson_Chung,TexProg_Hudson_Beltra,TexInt_Beltra_Beltra,TexInt_Beltra_Chung,TexInt_Hudson_Chung,TexInt_Hudson_Beltra,TexTerm_Beltra_Beltra,TexTerm_Beltra_Chung,TexTerm_Hudson_Chung,TexTerm_Hudson_Beltra
2700038G22Rik,0,0,0.52,3.59,0,6.4,4.6,4.6,4.6,1.99,1.99,1.99,1.92,1.92,1.92,2.43,2.43,2.43,5.4,2.64,0,6.11,1.16,0,0.41,0.34,0.34,0.41,5.83,0.89,1.24,0.89,2.38,2.38,0.45,0.45,3.71,3.71,1.74,1.74,1.85,1.85
2700078F05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps19-ps11,0,0,0,0,0,0.62,0,0,0,4.02,4.02,4.02,0,0,0,0,0,0,0,2.91,0,0,6.34,98.31,0,2.78,2.78,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22067,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810019D21Rik,0,0,0,0,0,0,0,0,0,0.39,0.39,0.39,0,0,0,0,0,0,0.08,0,0,0,0,0,1.9,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aldh1a2,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.46,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
Tada1,27.62,27.62,13.76,28.52,0,46.87,38.61,38.61,38.61,38.23,38.23,38.23,41.14,41.14,41.14,52.28,52.28,52.28,26.99,15.06,38.17,36.57,20.33,21,34.57,19.52,19.52,34.57,33.41,46.91,64.89,46.91,62.45,62.45,51.47,51.47,54.38,54.38,63.02,63.02,45.45,45.45
Zkscan14,14.08,14.08,10.35,16.68,3.89,41.52,17.09,17.09,17.09,19.12,19.12,19.12,17.75,17.75,17.75,22.01,22.01,22.01,17.42,15.33,3.71,21.07,16.82,0,21.16,27.94,27.94,21.16,14.58,26.92,29.32,26.92,26.03,26.03,39.95,39.95,22.24,22.24,45.57,45.57,27.56,27.56
Glipr1,93.78,93.78,63.81,75.93,102.24,115.11,130.34,130.34,130.34,107.19,107.19,107.19,124.15,124.15,124.15,121.75,121.75,121.75,160.22,56.12,26.87,179.81,61.1,54.01,202.13,66.11,66.11,202.13,193.52,97.12,187.52,97.12,125.32,125.32,132.38,132.38,214.77,214.77,182.6,182.6,200.64,200.64
Epb4.1l3,0,0,0.1,0,0,0.03,0.32,0.32,0.32,0,0,0,0.24,0.24,0.24,0,0,0,1.77,0,0,1.37,0,0,0.12,0,0,0.12,0.09,0.24,0,0.24,0.19,0.19,0.13,0.13,0.68,0.68,0,0,0.41,0.41
Tmc1,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vmn2r37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm16572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0.59,0,0,0,0,0,0,0,0
Gm14057,0,0,0.73,0,0,0.36,2.76,2.76,2.76,1.51,1.51,1.51,5.92,5.92,5.92,0,0,0,1.72,0,0,1.2,0,0,6.7,2.04,2.04,6.7,0.9,0,4.33,0,0.83,0.83,0,0,5.42,5.42,2.76,2.76,0.95,0.95
Tubgcp6,15.99,15.99,10.07,22.48,56.06,11.26,22,22,22,19.43,19.43,19.43,20.6,20.6,20.6,16.09,16.09,16.09,23.2,11.22,45.54,28.61,22.11,47.48,16.66,11.56,11.56,16.66,22.15,14.99,18.17,14.99,41.72,41.72,25.1,25.1,31.68,31.68,24.18,24.18,32.41,32.41
E130307A14Rik,9.3,9.3,7.93,24.15,152.74,13.44,7.23,7.23,7.23,10.04,10.04,10.04,9.8,9.8,9.8,17.24,17.24,17.24,20.17,11.97,46.9,24.76,16.3,55.69,7.81,9.42,9.42,7.81,23.44,10.73,7.18,10.73,21.78,21.78,26.23,26.23,14.6,14.6,15.67,15.67,17.24,17.24
Snord12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm26812,0,0,0,0,0,0,0.54,0.54,0.54,0.92,0.92,0.92,0.15,0.15,0.15,0.88,0.88,0.88,0.14,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0
RP23-42H18.6,0,0,0,0,7.22,0,0.04,0.04,0.04,0,0,0,0.09,0.09,0.09,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0
Gm12565,0,0,0,0,0,0,0.13,0.13,0.13,0.89,0.89,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,2.1,0,0.38,0.38,0,0,0,0,0,0,0.2,0.2
RP23-403P24.8,0,0,0,0.21,0,0,0.21,0.21,0.21,0.26,0.26,0.26,0.09,0.09,0.09,0.26,0.26,0.26,0.03,0.19,0,0.03,0.38,0,0,0.18,0.18,0,0.19,0,0,0,0.05,0.05,0,0,0,0,0,0,0.1,0.1
Prex2,0,0,0.06,0.81,0,0.24,0.03,0.03,0.03,0.17,0.17,0.17,0,0,0,0.07,0.07,0.07,0.03,0.28,0,0.03,0.41,0,0.4,0.37,0.37,0.4,0.15,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0
Vsig2,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1
Gm10822,0,0,0.04,0.43,9.73,0,0,0,0,0,0,0,0.06,0.06,0.06,0,0,0,0.21,0,14.31,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0.46,0.46,0,0
Cmtm6,83.04,83.04,96.46,84.02,8.72,200.42,94.3,94.3,94.3,64.57,64.57,64.57,93.56,93.56,93.56,75.35,75.35,75.35,99.07,29.88,2.41,118.59,21.34,14.93,53.42,22.79,22.79,53.42,107.23,109.84,136.59,109.84,145.71,145.71,183.21,183.21,123.48,123.48,118.45,118.45,125.33,125.33
Specc1,1.28,1.28,0.12,0,0,0.04,3.32,3.32,3.32,2.89,2.89,2.89,4.7,4.7,4.7,1.46,1.46,1.46,2.63,1.66,0,5.43,0.46,0,2.22,2.63,2.63,2.22,2.63,8.59,2.47,8.59,1.02,1.02,5.03,5.03,3.5,3.5,1.93,1.93,1.01,1.01
Trav5n-4,0,0,4.4,0,0,7.71,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,4.42,0,0,0,0,0,0,68.25,0,0,0,9.09,9.09,0,0,15.65,15.65,0,0,15.8,15.8
Klrg1,4.79,4.79,0.37,0,0,0.09,24.53,24.53,24.53,12.21,12.21,12.21,544.64,544.64,544.64,653.58,653.58,653.58,112.88,12.74,0,313.29,105.28,0,44.65,11.84,11.84,44.65,46.6,6.87,25,6.87,7.12,7.12,247.49,247.49,64.5,64.5,7.56,7.56,8.89,8.89
Gm29123,0,0,0.02,0,1.99,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,4.39,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0,0,0
Rcsd1,143.99,143.99,71.24,78.57,25.54,73.84,103.66,103.66,103.66,51.79,51.79,51.79,66.73,66.73,66.73,46.08,46.08,46.08,99.88,46.56,21.38,89.44,34.12,11.45,27.75,25.06,25.06,27.75,83.54,72.47,115.63,72.47,91.12,91.12,54.62,54.62,93.67,93.67,47.54,47.54,70.49,70.49
Mospd4,0,0,0.09,0,0,0,0,0,0,0,0,0,0.16,0.16,0.16,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,1.81,0,0
Shc1,42.23,42.23,30.65,20.24,4.51,54.43,67.52,67.52,67.52,27.28,27.28,27.28,64.9,64.9,64.9,39.8,39.8,39.8,52.7,13.13,13.67,62.89,21.21,3.89,27.95,18.37,18.37,27.95,66.14,56.49,87.96,56.49,78.49,78.49,100.33,100.33,92.98,92.98,81.46,81.46,80.81,80.81
Ctf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc4a2,32.69,32.69,14.32,14.37,10.76,20.44,42.6,42.6,42.6,12.21,12.21,12.21,41.42,41.42,41.42,8.28,8.28,8.28,41.29,5.57,22.59,48.35,13.46,1.26,16.54,12.79,12.79,16.54,54.64,13.02,13.96,13.02,33.29,33.29,29.25,29.25,54.3,54.3,42.68,42.68,46.18,46.18
D330023K18Rik,0,0,1.07,2.73,0,2.71,0.77,0.77,0.77,0.87,0.87,0.87,1.85,1.85,1.85,6.02,6.02,6.02,2.27,1.75,41.78,3.01,3.06,0,0.7,1.67,1.67,0.7,2.28,1.63,0,1.63,8.21,8.21,3.18,3.18,4.54,4.54,0.77,0.77,9.96,9.96
Gm12723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ndufb11,145.8,145.8,173.94,120.36,19.43,155.72,162.94,162.94,162.94,172.16,172.16,172.16,164.47,164.47,164.47,194.17,194.17,194.17,156.13,183.75,10.62,171.62,208.44,0,144.3,226.03,226.03,144.3,124.89,120.5,172.3,120.5,122.1,122.1,210.02,210.02,155.27,155.27,189.96,189.96,113.92,113.92
Gm15696,0,0,0.46,2.63,0,0,3.93,3.93,3.93,0,0,0,0.48,0.48,0.48,1.8,1.8,1.8,0.2,0.94,0,2.01,0,0,0,1.16,1.16,0,1.99,0,0,0,0.3,0.3,0,0,0.29,0.29,0,0,1.25,1.25
Gm38312,0,0,0.05,0.3,0,0,0,0,0,0.18,0.18,0.18,0,0,0,0.9,0.9,0.9,0.41,0,0,0.8,0,0,0.61,0,0,0.61,0.68,0,0,0,0.06,0.06,0,0,0.06,0.06,0,0,0,0
Aknaos,0,0,0.04,0,106.49,0.45,0,0,0,0.33,0.33,0.33,0,0,0,0.33,0.33,0.33,0.14,0.46,108.41,0.31,2.42,46.63,0,0,0,0,0.43,0,0,0,0.94,0.94,0,0,1.28,1.28,0.59,0.59,2.26,2.26
Cdkl1,0,0,0,0,0,0,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plekhh1,0,0,0.01,0.78,11.03,0.02,0,0,0,0.82,0.82,0.82,0,0,0,1.91,1.91,1.91,0.01,0.98,8.54,0.03,0.39,9.83,0.57,0.28,0.28,0.57,0.04,2.3,2.19,2.3,0,0,2.43,2.43,0,0,1.57,1.57,0.02,0.02
Gm13250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0.76,0,0,0.17,0.17
Sugp2,28.01,28.01,8.4,9.6,0,8.04,44.78,44.78,44.78,14.69,14.69,14.69,34.56,34.56,34.56,16.16,16.16,16.16,43.05,11.53,0,50.15,16.53,0,12.19,9.01,9.01,12.19,49.89,8.86,9.64,8.86,37.29,37.29,16.67,16.67,33.87,33.87,29.35,29.35,33,33
Ntf5,0,0,0,0,0,0,0.5,0.5,0.5,0.16,0.16,0.16,0.55,0.55,0.55,0.16,0.16,0.16,0.04,0,0,0.12,0,0,0.53,0.11,0.11,0.53,0.42,0.28,0,0.28,1.07,1.07,0,0,1.06,1.06,0.56,0.56,4.65,4.65
Trim52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stk16,25.95,25.95,25.3,80.56,57.1,55.64,123.82,123.82,123.82,81.68,81.68,81.68,121.06,121.06,121.06,66.83,66.83,66.83,105.55,74.11,68.52,116.61,83.18,26.79,54.53,91.25,91.25,54.53,99.47,49.79,52.93,49.79,89.28,89.28,55.45,55.45,80.74,80.74,109.52,109.52,76.43,76.43
Zfp449,0.43,0.43,0.1,0.38,0,0.29,0.05,0.05,0.05,0,0,0,0,0,0,0.23,0.23,0.23,0.17,0,0,0.06,0,0,0,0,0,0,0.28,0.4,0.37,0.4,0.2,0.2,0.28,0.28,0.41,0.41,0.13,0.13,1.04,1.04
Morn1,14.74,14.74,0.46,0.63,2.74,1.38,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0.5,1.21,0,0.15,1.29,0,0,1.09,1.09,0,0.2,1.18,0,1.18,4.24,4.24,0,0,1.46,1.46,0.34,0.34,2.12,2.12
Sult2a8,0,0,0,0,0,0,0,0,0,0.47,0.47,0.47,0.09,0.09,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp319,8.25,8.25,8.76,6.29,0,8.53,17.75,17.75,17.75,4.17,4.17,4.17,19.29,19.29,19.29,3.56,3.56,3.56,10.78,3.85,0,14.26,5.28,2.41,3,4.42,4.42,3,12.49,4.2,6.41,4.2,20.32,20.32,9.6,9.6,18.46,18.46,13.89,13.89,19.65,19.65
Cstad,0,0,0.12,0,0,2.15,0.92,0.92,0.92,3.65,3.65,3.65,0.95,0.95,0.95,0.51,0.51,0.51,0.75,0.68,0,1.38,1.79,0,0.83,1.3,1.3,0.83,2.63,0.99,1.35,0.99,2.19,2.19,5.73,5.73,2.2,2.2,5.56,5.56,6.32,6.32
Gm10718,0,0,0,5.44,0,0,0,0,0,0.72,0.72,0.72,0,0,0,2.07,2.07,2.07,0,9.77,0,0.26,8.2,0,3.36,6.04,6.04,3.36,0,0,0,0,1.44,1.44,0,0,0.75,0.75,0,0,1.26,1.26
Gm37120,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010310C07Rik,0,0,0,0,0,0.05,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0.32,0,0,0.14,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0
Krt26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9230020A06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm37289,0,0,0.03,8.57,0,0.26,1.31,1.31,1.31,2.9,2.9,2.9,0.75,0.75,0.75,3.79,3.79,3.79,0.31,1.54,0,0.89,3.39,0,7.13,0.82,0.82,7.13,0.99,0,0.6,0,0.24,0.24,0,0,0.53,0.53,0,0,0.25,0.25
Zmym6,12.03,12.03,2.05,4.39,0,4.13,18.38,18.38,18.38,6.58,6.58,6.58,11.66,11.66,11.66,5.23,5.23,5.23,20.98,5.56,0,22.59,4.49,0,6.28,3.09,3.09,6.28,24.88,10.44,5.1,10.44,14.55,14.55,2.28,2.28,6.03,6.03,6.41,6.41,9.99,9.99
Sh3glb2,43.98,43.98,23.59,44.27,0,61.15,95.35,95.35,95.35,60.77,60.77,60.77,84.57,84.57,84.57,47.81,47.81,47.81,89.82,29.75,26.1,97.8,48.7,19.8,36.02,39.18,39.18,36.02,116.47,73.62,60.73,73.62,136.03,136.03,42.05,42.05,125.02,125.02,78.61,78.61,109.38,109.38
Gm15432,16.48,16.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,0,0,98.12,0,0,98.12,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr763,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6274,1.12,1.12,1.23,3.27,0,1.33,1.26,1.26,1.26,0.68,0.68,0.68,0.9,0.9,0.9,0,0,0,1.5,0.48,0,0.69,0.72,0,3.18,0,0,3.18,1.21,0,0,0,0.22,0.22,1,1,0.93,0.93,0,0,0,0
Crem,5.42,5.42,7.43,11.81,15.16,12.5,14.89,14.89,14.89,20.96,20.96,20.96,15.8,15.8,15.8,14.57,14.57,14.57,11.41,2.36,4.22,11.37,7.36,0,290.45,125.97,125.97,290.45,22.89,13.38,48.13,13.38,17.06,17.06,31.75,31.75,47.38,47.38,37.19,37.19,55.12,55.12
RP23-175B24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP24-97G6.1,0,0,0,0,0,0,0.12,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdk5r2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930588K23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B3glct,3,3,2.29,1.22,0,6.28,5.77,5.77,5.77,2.52,2.52,2.52,5.13,5.13,5.13,4.32,4.32,4.32,5.07,2.82,0,6.53,0.87,0,5.8,0.44,0.44,5.8,5.47,4.7,10.06,4.7,3.63,3.63,8.76,8.76,16.62,16.62,5.92,5.92,11.54,11.54
Rab42,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,1.49,0,0,0,0,0,0.26,0,0,0,0.48,0.48,0,0,1.05,1.05,0,0,0,0
Rorb,0,0,0,0,0,0,0,0,0,0.13,0.13,0.13,0,0,0,0.36,0.36,0.36,0,0,0,0.04,0.09,0,0,0,0,0,0.07,0,0,0,0,0,0.23,0.23,0.07,0.07,0.2,0.2,0.02,0.02
Rpl3,2654.42,2654.42,3617.06,2664.27,159.24,1800.28,1392.89,1392.89,1392.89,2063.51,2063.51,2063.51,1088.15,1088.15,1088.15,1611.04,1611.04,1611.04,2097.93,3687.46,115.94,1440.63,2745.89,104.57,1917.38,3039.51,3039.51,1917.38,1619.98,647.84,738.08,647.84,966.06,966.06,542.34,542.34,625.85,625.85,557.6,557.6,628.59,628.59
RP23-336F4.1,0,0,0,2.62,0,0.07,0.04,0.04,0.04,0.54,0.54,0.54,0,0,0,1.06,1.06,1.06,0,0.91,0,0.09,0.34,0,0.89,1.24,1.24,0.89,0,0,0.44,0,0.25,0.25,0,0,0.18,0.18,0.31,0.31,0.51,0.51
Ptpn14,1.56,1.56,0.24,0.17,0.65,0.19,0.2,0.2,0.2,0,0,0,1.31,1.31,1.31,0.36,0.36,0.36,0.15,0,0,0.43,0,0,0.17,0.05,0.05,0.17,0.66,0.04,0,0.04,0.01,0.01,0.17,0.17,0.39,0.39,0.04,0.04,0.58,0.58
Synj1,21.92,21.92,16.33,15.67,16.54,12.64,78.4,78.4,78.4,10.25,10.25,10.25,67.47,67.47,67.47,6.73,6.73,6.73,46.86,4.5,3.81,48.48,10.58,7.32,10.42,7.76,7.76,10.42,57.82,9.51,12.72,9.51,32.91,32.91,22,22,29.1,29.1,25.28,25.28,35.29,35.29
Gm13225,0,0,0.05,0.16,0,0.3,0.02,0.02,0.02,0,0,0,0.02,0.02,0.02,0.1,0.1,0.1,0.08,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.07,0.07,0,0,0.06,0.06,0,0,0.15,0.15
Tpt1,9509.6,9509.6,14154.62,4542.24,1328.51,1138.8,5556.51,5556.51,5556.51,2186.62,2186.62,2186.62,5134.17,5134.17,5134.17,2076.39,2076.39,2076.39,7422.36,1443.68,1221.45,5648.27,1244,719.69,2178.61,1193.39,1193.39,2178.61,6209.64,517.22,628.95,517.22,717.15,717.15,831.24,831.24,698.06,698.06,517.22,517.22,690.48,690.48
Cd48,120.41,120.41,182.71,214.7,0,488.21,444.9,444.9,444.9,580.57,580.57,580.57,608.66,608.66,608.66,934.35,934.35,934.35,459.34,251.32,7.65,777.81,257.77,0,526.35,283.12,283.12,526.35,496.95,773.72,1268.01,773.72,812.81,812.81,2266.61,2266.61,1548.46,1548.46,1161.9,1161.9,1274.27,1274.27
Tub,0,0,0,0,0,0.04,0.13,0.13,0.13,0.14,0.14,0.14,0.19,0.19,0.19,0.09,0.09,0.09,1.17,1.87,0,1.39,0,0,0,0.13,0.13,0,0.42,0.16,0.34,0.16,0.39,0.39,0.17,0.17,0.3,0.3,0,0,0.24,0.24
RP24-445F15.1,0,0,0.26,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ate1,14.5,14.5,13.05,17.44,0,19.78,20.71,20.71,20.71,14.47,14.47,14.47,23.27,23.27,23.27,15.91,15.91,15.91,17,4.7,3.41,25.13,5.79,1.06,10.56,10.86,10.86,10.56,26.5,19.08,19.28,19.08,35.83,35.83,28.56,28.56,26.53,26.53,24.19,24.19,34.06,34.06
Dcaf7,55.63,55.63,38.75,20.88,6.93,75.25,60.46,60.46,60.46,22.62,22.62,22.62,60.28,60.28,60.28,24.19,24.19,24.19,53.7,18.37,4.11,66.77,20.63,5.01,24.72,33.55,33.55,24.72,79.32,24.44,37.09,24.44,84.3,84.3,60.15,60.15,74.67,74.67,72.21,72.21,93.06,93.06
Wars,42.27,42.27,40.21,22.54,13.97,93.05,36.66,36.66,36.66,30.14,30.14,30.14,39.03,39.03,39.03,37.44,37.44,37.44,35.72,20.84,17.98,40.03,21.76,0,19.44,25.33,25.33,19.44,38.84,60.47,92.25,60.47,66.6,66.6,77.26,77.26,77.05,77.05,79.31,79.31,55.76,55.76
Ankrd29,0,0,0.1,0,0,0.1,0.34,0.34,0.34,0.27,0.27,0.27,1.09,1.09,1.09,0.48,0.48,0.48,1.22,0.27,0,1.85,0.35,0,0.92,0.81,0.81,0.92,2.14,3.85,6.22,3.85,6.71,6.71,6.32,6.32,11.07,11.07,2.97,2.97,8.81,8.81
Ahctf1,36.1,36.1,13.52,28.2,18.97,28.89,37.17,37.17,37.17,11.94,11.94,11.94,33.66,33.66,33.66,10.67,10.67,10.67,41.63,5.66,35.25,47.79,5.8,3.29,7.41,8.24,8.24,7.41,46.65,9.47,13.54,9.47,25.67,25.67,13.89,13.89,19.67,19.67,16.26,16.26,20.37,20.37
Abhd6,16.64,16.64,4.87,6.12,0,20.14,9.34,9.34,9.34,6.57,6.57,6.57,6.02,6.02,6.02,7.72,7.72,7.72,7.96,19.19,0,8.59,14.94,0,3.57,14.9,14.9,3.57,11.92,24.17,36.78,24.17,50.01,50.01,19.34,19.34,25.2,25.2,32.58,32.58,51.92,51.92
Slx4,35.97,35.97,12.11,14.12,0,5.15,46.34,46.34,46.34,12.75,12.75,12.75,47.52,47.52,47.52,11.72,11.72,11.72,35.84,14.62,6.99,44.96,16.98,4.08,8.57,15.18,15.18,8.57,46.68,9.07,17.21,9.07,50.41,50.41,16.29,16.29,54.83,54.83,25.19,25.19,43.85,43.85
B9d2,9.11,9.11,10.18,12.97,0,37.53,12.41,12.41,12.41,14.53,14.53,14.53,12.45,12.45,12.45,27.23,27.23,27.23,15.53,11.94,0,14.38,29.37,11.4,23.45,29.34,29.34,23.45,12.98,32.99,36.78,32.99,51.28,51.28,27.22,27.22,40.87,40.87,32.87,32.87,29.6,29.6
Gm11362,0,0,0,0,0,0.19,0,0,0,1.16,1.16,1.16,0,0,0,1.66,1.66,1.66,0,0,0,0,0.91,0,0.87,1.14,1.14,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm15128,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rps2-ps6,10.54,10.54,0.45,0,0,1.68,2.31,2.31,2.31,5.98,5.98,5.98,1.71,1.71,1.71,0,0,0,0.88,6.11,0,0.31,0,0,0,2.25,2.25,0,0,0,3.07,0,1.07,1.07,0.43,0.43,0.89,0.89,0,0,0.59,0.59
Gm13975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Igkv9-129,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0.36,0.36,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm6397,0,0,0,4.18,57.6,0.33,0.25,0.25,0.25,2.59,2.59,2.59,0.25,0.25,0.25,0,0,0,0,0.95,39.45,0.21,0.64,19.05,0,2.21,2.21,0,0.36,0,0,0,0.25,0.25,0,0,0,0,0,0,0.46,0.46
Gm5316,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24,0.03,0.09,0,0.16,0,0,0.16,0.09,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04
