"","Ahr","Arid3a","Arnt","Arntl","Atf1","Atf2","Atf7","Batf","Bbx","Bcl6","Bhlhe40","Bhlhe41","Cbfb","Cebpb","Creb1","Crem","Ctcf","Ddit3","Dmrt2","E2f1","E2f3","E2f4","E2f6","Egr1","Egr2","Elf1","Elf2","Elf4","Elk1","Elk3","Elk4","Eomes","Ets1","Ets2","Etv3","Etv5","Etv6","Fli1","Fos","Foxd2","Foxj2","Foxj3","Foxn3","Foxo1","Foxp1","Gabpa","Gata3","Gfi1","Heyl","Hic1","Hinfp","Hmg20b","Homez","Ikzf1","Ikzf3","Irf1","Irf2","Irf3","Irf4","Irf7","Irf8","Irf9","Isl2","Jdp2","Jun","Junb","Jund","Klf10","Klf13","Klf2","Klf3","Klf6","Klf7","Klf8","Klf9","Mafk","Max","Maz","Mbd2","Mecp2","Meis3","Meox2","Mlx","Mxd1","Nfatc1","Nfe2l1","Nfe2l2","Nfil3","Nfkb1","Nfkb2","Nfya","Nfyb","Nfyc","Nr1d2","Nr3c1","Nr4a2","Nrf1","Patz1","Pax9","Pbx3","Pknox1","Prdm1","Prdm16","Prdm4","Rbak","Rela","Rfx1","Rfx7","Rora","Runx1","Runx2","Runx3","Rxrb","Setbp1","Smad3","Smad4","Snai3","Sp1","Sp110","Sp2","Sp3","Sp4","Spi1","Srebf1","Srebf2","Stat1","Stat2","Stat3","Stat4","Stat5b","Stat6","Taf1","Tbx21","Tcf12","Tcf3","Tef","Tfdp1","Tfe3","Tfeb","Thap11","Thrb","Tigd2","Trp53","Usf1","Vax2","Xbp1","Zbtb14","Zbtb17","Zbtb20","Zbtb3","Zbtb49","Zfp143","Zfp212","Zfp213","Zfp260","Zfp263","Zfp281","Zfp287","Zfp324","Zfp335","Zfp398","Zfp410","Zfp422","Zfp523","Zfp566","Zfp64","Zfp740","Zfp768","Zfx","Zscan20"
"Bhlhe40",0,0,-0.736691402116319,-0.577837159036918,0,0,0,0,0,0,6.1078007808851,-0.914512849625449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.849267620577291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000484675157821812,0,0,0,0,0,-0.670300761462143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.41403867251507,-0.33462883717403,0,0,0,0,0.0911621916833376,0,0,0,0,0,0,0,-0.594884625212883,-0.568204162100792,0,0,0.175513651052374,0,-0.421256994180366,0,0,0,0,0,0,0,0,0,0,0,-0.109219991073115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bhlhe41",0,0.0723600353625897,-0.581161896305248,-0.541933973986533,0,0,0,0,0,0,-0.91378418920892,5.49690433098113,0,0,-0.0300737153053179,-0.0889284358629406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.497621841428928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12823695704039,0,0,0,0,0,-0.102934156945033,0,0,0,-0.0355775494558137,0,0,0,-0.275118358926063,0,0,-0.00951831738062543,0,0,-0.428124468033974,-0.201975261511819,0,0.0550065057427468,0,0,0,0,0,0,0,0,0,0,-0.0127209053969945,0,-0.10803084764059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120018822067974,-0.235352435933449,0,0,0,0,0.0998569897807717,0.0995357171706047,0,0,0,0,0,0,-0.153206282978257,-1.0342072642219,0,0,0.189362202608713,0,-0.128521632388378,0,-0.0323272282175122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223904529639928,0,0.118355324101826
"Cbfb",0.0969810159685794,0,0,0,0.0239543403214458,0,0,-0.261330757447316,0,0,0,0,6.74634467501742,0,0,0,0,0,0,0.0155352412697956,0.000432199836356705,0,0,0,0,0,0,0,0,0,0,-0.727043292010689,0,0,0,0,0,0,-0.116898259932414,0,0,0,0,0,0,0,-0.372219292017292,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173609031353534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482291114943131,0,0,0.144333869541649,0,0,0,0,0,-0.183727049759254,0,0,0,0,0,0.0494524620311464,0.00294714698010678,0.0237817648056239,0,-0.492874444618306,-0.520767391461246,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.21194918687228,-1.21129664218113,-1.08461410095184,0,0,0,0,0,0,0,0.0240498079056548,0.0175042929932789,0,-0.0303665524906825,0,0,0,0,0,0,0,-0.368290717432828,0,0,0,0,0,0,0,0,0,0,0.14656592847185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382905608060421,0,0,0,0,0,0
"Cebpb",0,0,0,0,0,-0.0583792215141132,0,0,0,0,0,0,0,2.31036399282513,0,0,-0.119998886583692,-0.400276138136891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.317424908391182,0,0,0,0,0.00638911738322503,0,0,0,0,0,0,0,0,0,0,-0.162938840892099,-0.00421159057508954,0,-0.0723662499478866,0,-0.059641240152311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.695234631741721,0,0,-0.047879396134501,0,-0.026158957828873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131486509246813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0597164961480439,0,0,0,-0.118722018359107,0,0,0,0,0,-0.150433907385846,0,0,0.0572167808768691,0,0,0,0.0782995412581723,0,-0.166055791098143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creb1",-0.0647788036799039,0,0,0,-1.81710756511299,-0.427281609339417,-0.739573057922733,0,0,0,0,-0.0299616942870277,0,0,6.15099506433225,-1.1435583526915,0,0,0,0,0,0,0,-0.0151352103171337,0,0,0,0,0,0,0,0,0,0,0,-0.0593358120241036,0,0,0,0,0,0,0,0,0,0,0,0.0263304425653213,0,0,-0.403362276770708,0,0.000871489137906103,0,0,0,0,0.00051950775902199,0.127945692632882,0,0.0540163616475212,0,0.0989023117575469,-0.579380162312293,0,0,0,0,-0.0964668988499708,-0.0161610991808352,0,0,-0.00693616553827509,-0.0463345077404812,0,0,0,0,-0.033243069254689,-0.0883895335454686,0,0,0,0,0.16058069603744,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.281864269703527,0,0,0.044724598787384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178704868259847,0,0,0,0,0,-0.0455993342882101,0,0,0,-0.0482391352484558,-0.199818165119886,0,-0.00406996116595425,0,0,0,0,0,0.112618520609443,-0.342082193131501,0,0,0,0,-0.109800760625117,0,0.0479493378060113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crem",-0.0750610994355514,0,0,0,-1.37467358847188,-1.03959204614487,-1.36051538117686,0,0,0,0,-0.0885918695612146,0,0,-1.14345563649524,6.15649188780578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011658333017944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130444553717187,0,0,0.034114765608972,0,-0.585817970055369,0,0,0,0,-0.00750633406707758,0,0,0,0,0,0,0,0,0,0,-0.12755987585162,0,0,0,0,0.111609091474271,0,0,0,0,0,-0.0129002523724256,-0.052872680803283,-0.0256694885726922,0,0,0,0,0,-0.052416553475311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14317061867544,0,0,0,0,0,0,0,0,0,0,0,0,-0.0790972355355977,0,0,0,-0.179855906706225,0,0,0,0,0,0,0,0,0.147185146412651,-0.0460833225127314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0784416886834614,0,0,0.0268245184309864
"Ctcf",0,0,0,0,0.0670977941520135,0,0,0,-0.0408844549247009,0,0,0,0,-0.119886690411316,0,0,4.84625693013517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.23288879360364,0,-0.0158902827914938,0,-0.353056395824173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396282747606242,0,0,0,0,-0.0258019314438046,0,0,0,-0.039760872453596,0,0,0,0,0,0,-0.582402375955559,-0.272306154332391,-0.276247255238257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178536785206009,-0.438985261644412,-0.311816541599817,0,0,0,0,0,0,0,-0.113085753736546,0,0,0,0,0,0,-0.61485191783695,0,0,0,0,0,0,0,0,-0.175196909506109,-0.0695821754889603,0,0,-0.00202214267612262,0,0,0,0,-0.0472894355379159,0,-0.133538818915247
"Ddit3",0,-0.170423362278167,0,0,0,-0.56491470606931,0,0,-0.0028223682799087,0,0,0,0,-0.400260399087551,0,0,0,3.85389776850779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166375797487178,0,0,0,0,-0.430583010525581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169934582331114,0,-0.0992354661325063,-0.394848341413019,0,-0.0234294092141344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11337181258046,0,-1.24036431328008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23121526189787,-0.0279032963169676,-0.241086644183645,0,-0.00592608736153706,0,-0.0419282295110079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359767242913333,-0.0135888192419992,0,0,0,0,0,0.0286190021015075,0,0,0,0,0.186384435686671,0,0,0,0,0,-0.175238949442669,0,0,0,0,-0.00186751763125684,0.0134789814454509,0,0,0,0,0,0
"Dmrt2",0.0844184186542767,-0.616878088925964,0,0,0,0,0,-0.011599226170996,0,0,0,0,0,0,0,0,0,0,3.69576243149795,0.20008098366883,0.0679116912295318,0.16351051558275,0.0963214797348429,0,0,0,0,0.0809001502715176,0,0.0669093387352723,0,0,0,0,0,0.146383182037866,0,0,0,0,-0.0317456415725122,0,0,0,0,0,-0.0475994455975345,-0.110695838891738,-0.0719150436849198,0,0,-0.763420715496075,-0.0123189511694758,0,0,0,0,0,0,0,0,-0.11647429591866,-0.182022580842614,0,0,0,0,0,0,0,0.0369374005189532,0,0.107212022099601,0,0,0,0,0,0,0,0,0,0,0,0,-0.0688569306122349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000517488752783441,0,0,0,0,0,0,0,0,0,0.0284555921903541,0,0.0501614060366759,0,0,0,0,0,0,0,-0.178628978847571,0,0,0,0,0,0,0,0,0,0,0,0.0842106120414133,0,0,-0.186775874471531,0,0,0,-0.769472824263372,0,0,0,0,0,0,0,0,-0.210217214591284,0,0,0,0,0,0,0,0,0,0,0,0
"E2f1",0,0,0,0,0,0,0,0.0783045404726032,0,0,0,0,0.0157341602598704,0,0,0,0,0,0.199747863942696,7.52191085011953,-0.417959081368769,-1.06342102266403,-0.397514690081227,-0.18539000058957,-0.113305789922906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.320566869348438,-0.327830475274532,-0.185717119071526,-0.493435279225614,-0.25447045555701,0,0,0,0,-0.165282631769183,-0.127773362914048,0,0,0,-0.0326338879345968,0,0,0,0.00529005285858618,0,0,-0.0786084241988508,-0.0681378344277783,-0.0883110486461339,0,0,0,-0.343034368107407,-0.349766407620601,0,0,0,0,0,0,0,0,0,0,0,0.0322601371862339,0,0,0,0,0,0,0,-0.117201715025341,0,-0.302816172392405,-0.269756395471329,-0.494607809871674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.374318387293979,0,0,0,0,0,0,0,0,0,-0.17191591024005,-0.0396997938999641,0.065349856535174,0,0,-0.00892688662770704,0,-0.0646795483051721,0,0,0,0,0,0,0,0,0,-0.0735026509497957,-0.149519980060967,-0.13623817340238,0,0,-0.201202426327504,0
"E2f3",-0.0114902612575978,0,0,0,0,0,0,0,0,0,0,0,0.000286765909165446,0,0,0,0,0,0.0674028894412181,-0.417715691439939,6.76421327903437,-0.315465499690357,-1.36297944617174,-0.089778758536452,-0.069315287450879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0548332146075826,0,0,0,0,0,0,0,0,0,0,0,0,-0.061478022056216,0,0,-0.0756142671082853,-0.0810539460640908,0,0,0,0,0,-0.0166084839502946,-0.089051758098181,-0.016221887744233,0,0,0,0,0,0,0,0,0,0,-0.0576601263600601,-0.0886035520879703,-0.0615125185344158,0,0,0,0,-0.109020590042343,0,0,0,0,0,0,-0.223276054949144,0,0,0,0,0,0,0,0,0,0,0,0,-0.140376664824053,0,-0.17429268041494,-0.193069399238509,-0.140722970549348,0,0,0,0,0,0,0,0.0795990070110472,0,-0.102591836031863,0,0,0,0,-1.41309659611603,0,0,0,0,0,0,0,0,0,-0.283333389229957,-0.112713679416684,0.0495007071840012,0,0,0,0,-0.243330508495851,-0.0262407363739053,-0.100198598738149,0,0,0,0,0,0,0,0,-0.327330596976587,-0.192819512086553,0,0,-0.0591030332988046,0
"E2f4",0,0,0,0,0,0,0,0.203130564155004,0,0,0,0,0,0,0,0,0,0,0.162939098651577,-1.06269787499871,-0.314138384148245,7.55810498339522,-0.237023371322028,-0.219503000489065,-0.170148824211827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0383321309272835,-0.372712359753553,-0.30923113247799,-0.152549252881515,-0.527459594880389,-0.293001377261721,0,0,0,0,-0.148642760171007,-0.106309904568156,0,0,0,0,0,0,0,0,0,0,-0.152499121486545,-0.170062221994941,-0.183900947665486,0,0,0,-0.342012521931681,-0.233122585779872,0,-0.0066035897612503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104331684561119,0,-0.281939539899202,-0.22356177473432,-0.55942859179472,0,0,0,0,0,0,0,0,0,-0.0349730117705182,0,0,0,0,-0.388164930366909,0,0,0,0,0,0,0,0,0,-0.0829502813218431,-0.0151665992680052,0.0963044033402274,0,-0.119067706257787,-0.0833737206043963,0,-0.049866747415399,0,0,0,0,0,0,0,0,0,-0.113829928667533,-0.145367175822282,-0.138131242006479,0,0,-0.136482055546944,0
